id,ts,entity_type,entity_id,symbol,userid,evaluation_stage,previous_state,new_state,action,reason_code,reason_text,confidence,payload_json
1,2026-07-24 09:39:00,STOCK_ADVISOR,REV:MPHASIS:7f464cc72a3036c462984248,MPHASIS,,SIGNAL_GENERATOR_ADVISOR,,ALLOW,ALLOW,ADVISOR_ALLOW_DEPLOYMENT_CONTEXT,ADVISOR_ALLOW_DEPLOYMENT_CONTEXT,,"{""advisor"": {""action"": ""ALLOW"", ""config_version"": ""STOCK_ADVISOR_V1_DECOUPLED"", ""diagnostics"": {""advisor_action"": ""ALLOW"", ""advisor_effective_action"": ""ALLOW"", ""auction_action"": ""LOCAL_CONFIRMED"", ""candidate_family"": ""REVERSAL"", ""candidate_side"": ""SELL"", ""candidate_subtype"": ""NORMAL_REVERSAL"", ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""entry_percentile_in_source_range"": -2.274647887323881, ""fresh_escape_confirmed"": false, ""manager_action"": ""SELECT"", ""manager_reason_codes"": [""SELECT_MOST_RECENT_ACTIVE_STRUCTURE"", ""SELECTED_ALIAS_IS_CURRENTLY_ELIGIBLE"", ""ALIASES_ALREADY_COLLAPSED_BY_OPPORTUNITY_KEY""], ""recent_eligible_side_switches"": 0, ""same_direction_exhaustion"": false, ""signed_outside_source_range_atr"": 1.97315494368694, ""stock_context"": ""REVERSAL"", ""stock_context_reasons"": [""STOCK_CONTEXT_REVERSAL"", ""EXHAUSTION_CONTEXT_ACTIVE""], ""time_of_day_gate_applied"": false, ""unfavourable_range_edge"": true}, ""effective_action"": ""ALLOW"", ""mode"": ""SHADOW"", ""reason_codes"": [""ADVISOR_ALLOW_DEPLOYMENT_CONTEXT""], ""selected_candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248""}, ""audit_mode"": ""PRODUCTION"", ""close"": 2253.4, ""deployment_applied"": true, ""existing_signal_id"": null, ""resolved_signal_auction_action"": ""LOCAL_CONFIRMED"", ""snapshot_auction_action"": ""LOCAL_CONFIRMED"", ""snapshot_time"": ""2026-07-24T09:39:00+05:30"", ""stock_context"": {""atr_contraction_ratio"": 1.0035299502539528, ""atr_state"": ""STABLE"", ""balanced_non_directional"": false, ""compression_active"": false, ""directional_bias"": ""DOWN"", ""directional_efficiency"": 0.7214659685863849, ""ema_context"": ""MIXED"", ""ema_spread_atr"": 1.0649162302051016, ""ema_spread_change_atr_per_bar"": -0.02518496106114641, ""exhausted_side"": ""UP"", ""exhaustion_active"": true, ""exhaustion_expires_at"": ""2026-07-24T09:51:00+05:30"", ""exhaustion_started_at"": ""2026-07-24T09:33:00+05:30"", ""fresh_expansion_confirmed"": false, ""hma_context"": ""BUY"", ""hma_spread_atr"": 3.2276495029987524, ""name"": ""REVERSAL"", ""overlap_ratio"": 0.5722476176547742, ""reason_codes"": [""STOCK_CONTEXT_REVERSAL"", ""EXHAUSTION_CONTEXT_ACTIVE""], ""rotational"": false}}"
2,2026-07-24 09:39:00,SIGNAL,6076cb98-6209-598f-9365-eb56128c8dab,MPHASIS,,SIGNAL_GENERATOR,,ACTIVE,CREATE,AUCTION_CONFIRMED_SIGNAL_CREATED,CREATE:ACTIVE:AUCTION_CONFIRMED_SIGNAL_CREATED,,"{""active_opportunity_key"": null, ""advisor"": {""action"": ""ALLOW"", ""config_version"": ""STOCK_ADVISOR_V1_DECOUPLED"", ""diagnostics"": {""advisor_action"": ""ALLOW"", ""advisor_effective_action"": ""ALLOW"", ""auction_action"": ""LOCAL_CONFIRMED"", ""candidate_family"": ""REVERSAL"", ""candidate_side"": ""SELL"", ""candidate_subtype"": ""NORMAL_REVERSAL"", ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""entry_percentile_in_source_range"": -2.274647887323881, ""fresh_escape_confirmed"": false, ""manager_action"": ""SELECT"", ""manager_reason_codes"": [""SELECT_MOST_RECENT_ACTIVE_STRUCTURE"", ""SELECTED_ALIAS_IS_CURRENTLY_ELIGIBLE"", ""ALIASES_ALREADY_COLLAPSED_BY_OPPORTUNITY_KEY""], ""recent_eligible_side_switches"": 0, ""same_direction_exhaustion"": false, ""signed_outside_source_range_atr"": 1.97315494368694, ""stock_context"": ""REVERSAL"", ""stock_context_reasons"": [""STOCK_CONTEXT_REVERSAL"", ""EXHAUSTION_CONTEXT_ACTIVE""], ""time_of_day_gate_applied"": false, ""unfavourable_range_edge"": true}, ""effective_action"": ""ALLOW"", ""mode"": ""SHADOW"", ""reason_codes"": [""ADVISOR_ALLOW_DEPLOYMENT_CONTEXT""], ""selected_candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248""}, ""advisor_mode"": ""SHADOW"", ""analytics"": {""last_pnl"": 0.0, ""last_pnl_value"": 0.0, ""max_pnl"": 0.0, ""max_pnl_value"": 0.0, ""max_price"": 2253.4, ""max_time"": ""2026-07-24T09:39:00+05:30"", ""min_pnl"": 0.0, ""min_pnl_value"": 0.0, ""min_price"": 2253.4, ""min_time"": ""2026-07-24T09:39:00+05:30""}, ""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""audit_mode"": ""PRODUCTION"", ""close"": 2253.4, ""competing_confirmed_opportunity"": false, ""current_candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248"", ""current_opportunity_key"": ""OPPORTUNITY:e297edd57b2c121eb5ad3697"", ""directional_alignment"": ""ALIGNED"", ""ltp"": 2253.4, ""opportunity_lifecycle"": ""ELIGIBLE"", ""same_opportunity"": false, ""signal_action"": ""CREATE"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""signal_reason_code"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""signal_stage"": ""ACTIVE"", ""signal_status"": ""OPEN"", ""snapshot_auction_action"": ""LOCAL_CONFIRMED"", ""snapshot_time"": ""2026-07-24T09:39:00+05:30"", ""stock_context"": {""atr_contraction_ratio"": 1.0035299502539528, ""atr_state"": ""STABLE"", ""balanced_non_directional"": false, ""compression_active"": false, ""directional_bias"": ""DOWN"", ""directional_efficiency"": 0.7214659685863849, ""ema_context"": ""MIXED"", ""ema_spread_atr"": 1.0649162302051016, ""ema_spread_change_atr_per_bar"": -0.02518496106114641, ""exhausted_side"": ""UP"", ""exhaustion_active"": true, ""exhaustion_expires_at"": ""2026-07-24T09:51:00+05:30"", ""exhaustion_started_at"": ""2026-07-24T09:33:00+05:30"", ""fresh_expansion_confirmed"": false, ""hma_context"": ""BUY"", ""hma_spread_atr"": 3.2276495029987524, ""name"": ""REVERSAL"", ""overlap_ratio"": 0.5722476176547742, ""reason_codes"": [""STOCK_CONTEXT_REVERSAL"", ""EXHAUSTION_CONTEXT_ACTIVE""], ""rotational"": false}, ""terminal"": false}"
3,2026-07-24 09:39:00,TRADE_DECISION,6076cb98-6209-598f-9365-eb56128c8dab,MPHASIS,DR1812,TRADE_GENERATOR,OPEN,ACTIVE,ALLOW,allowed,AUCTION_CONFIRMED_SIGNAL_CREATED,,"{""audit_mode"": ""PRODUCTION"", ""decision"": {""allowed"": true, ""decision"": ""ALLOW"", ""details"": {""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""boundary_event_key"": ""TREND-FAILURE-WATCH:5fe724336601fb104ac89321"", ""candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248"", ""contract_version"": ""AUCTION_SIGNAL_DOWNSTREAM_V2"", ""directional_alignment"": ""ALIGNED"", ""duplicate_symbol_check"": {""equity_ref"": ""MPHASIS"", ""family_has_active_trade"": false, ""policy"": ""one_active_trade_family_per_user_symbol""}, ""equity_ref"": ""MPHASIS"", ""lifecycle_reason"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""lifecycle_trade_action"": ""CREATE_TRADE"", ""management_posture"": ""STRENGTHEN"", ""mode"": ""AUTO"", ""opportunity_key"": ""OPPORTUNITY:e297edd57b2c121eb5ad3697"", ""setup_family"": ""REVERSAL"", ""should_exit_signal"": false, ""side"": ""SELL"", ""signal_action"": ""CREATE"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""signal_stage"": ""ACTIVE"", ""signal_state"": ""READY"", ""signal_status"": ""OPEN"", ""symbol"": ""MPHASIS"", ""userid"": ""DR1812""}, ""entry_decision"": ""ENTRY_ELIGIBLE"", ""ok"": true, ""reasons"": [], ""warnings"": []}, ""lifecycle_name"": ""DEFAULT"", ""originating_setup"": ""REVERSAL"", ""result"": {""created"": [""EQ:MPHASIS"", ""FUT:MPHASIS26AUGFUT"", ""PE:MPHASIS26AUG2200PE""], ""created_count"": 3, ""ok"": true, ""trade_ids"": [1, 2, 3], ""validation"": {""allowed"": true, ""decision"": ""ALLOW"", ""details"": {""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""boundary_event_key"": ""TREND-FAILURE-WATCH:5fe724336601fb104ac89321"", ""candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248"", ""contract_version"": ""AUCTION_SIGNAL_DOWNSTREAM_V2"", ""directional_alignment"": ""ALIGNED"", ""duplicate_symbol_check"": {""equity_ref"": ""MPHASIS"", ""family_has_active_trade"": false, ""policy"": ""one_active_trade_family_per_user_symbol""}, ""equity_ref"": ""MPHASIS"", ""lifecycle_reason"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""lifecycle_trade_action"": ""CREATE_TRADE"", ""management_posture"": ""STRENGTHEN"", ""mode"": ""AUTO"", ""opportunity_key"": ""OPPORTUNITY:e297edd57b2c121eb5ad3697"", ""setup_family"": ""REVERSAL"", ""should_exit_signal"": false, ""side"": ""SELL"", ""signal_action"": ""CREATE"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""signal_stage"": ""ACTIVE"", ""signal_state"": ""READY"", ""signal_status"": ""OPEN"", ""symbol"": ""MPHASIS"", ""userid"": ""DR1812""}, ""entry_decision"": ""ENTRY_ELIGIBLE"", ""ok"": true, ""reasons"": [], ""warnings"": []}}, ""side"": ""SELL"", ""signal"": {""first_seen_time"": ""2026-07-24T09:39:00"", ""last_eval_time"": ""2026-07-24T09:39:00"", ""last_snapshot_time"": ""2026-07-24T09:39:00"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab""}, ""snapshot_time"": ""2026-07-24T09:39:00""}"
4,2026-07-24 09:39:00,TRADE,"1,2,3",MPHASIS,DR1812,TRADE_GENERATOR,SIGNAL_OPEN,TRADE_CREATED,CREATE_TRADE,trade_generator_allowed,AUCTION_CONFIRMED_SIGNAL_CREATED,,"{""audit_mode"": ""PRODUCTION"", ""lifecycle_name"": ""DEFAULT"", ""originating_setup"": ""REVERSAL"", ""result"": {""created"": [""EQ:MPHASIS"", ""FUT:MPHASIS26AUGFUT"", ""PE:MPHASIS26AUG2200PE""], ""created_count"": 3, ""ok"": true, ""trade_ids"": [1, 2, 3], ""validation"": {""allowed"": true, ""decision"": ""ALLOW"", ""details"": {""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""boundary_event_key"": ""TREND-FAILURE-WATCH:5fe724336601fb104ac89321"", ""candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248"", ""contract_version"": ""AUCTION_SIGNAL_DOWNSTREAM_V2"", ""directional_alignment"": ""ALIGNED"", ""duplicate_symbol_check"": {""equity_ref"": ""MPHASIS"", ""family_has_active_trade"": false, ""policy"": ""one_active_trade_family_per_user_symbol""}, ""equity_ref"": ""MPHASIS"", ""lifecycle_reason"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""lifecycle_trade_action"": ""CREATE_TRADE"", ""management_posture"": ""STRENGTHEN"", ""mode"": ""AUTO"", ""opportunity_key"": ""OPPORTUNITY:e297edd57b2c121eb5ad3697"", ""setup_family"": ""REVERSAL"", ""should_exit_signal"": false, ""side"": ""SELL"", ""signal_action"": ""CREATE"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""signal_stage"": ""ACTIVE"", ""signal_state"": ""READY"", ""signal_status"": ""OPEN"", ""symbol"": ""MPHASIS"", ""userid"": ""DR1812""}, ""entry_decision"": ""ENTRY_ELIGIBLE"", ""ok"": true, ""reasons"": [], ""warnings"": []}}, ""side"": ""SELL"", ""signal"": {""first_seen_time"": ""2026-07-24T09:39:00"", ""last_eval_time"": ""2026-07-24T09:39:00"", ""last_snapshot_time"": ""2026-07-24T09:39:00"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab""}, ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""snapshot_time"": ""2026-07-24T09:39:00"", ""trade_ids"": [1, 2, 3]}"
5,2026-07-24 09:39:00,TRADE,1,MPHASIS,DR1812,TRADE_EXECUTOR,ENTRY:READY|EXIT:NONE,ENTRY:FILLED|EXIT:NONE,ENTRY_FILLED,ENTRY_FILLED,ENTRY_FILLED,,"{""audit_mode"": ""PRODUCTION"", ""entry_order_id"": null, ""entry_status"": ""FILLED"", ""exec_status"": null, ""executed_entry_price"": 2253.4, ""executed_entry_qty"": 1, ""executed_exit_price"": null, ""executed_exit_qty"": 0, ""execution_mode"": ""VIRTUAL"", ""exit_order_id"": null, ""exit_reason"": null, ""exit_rule"": null, ""exit_status"": ""NONE"", ""instrument_type"": ""EQ"", ""planned_entry_price"": 2253.4, ""side"": ""SELL"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""updated_fields"": [""entry_exec_time"", ""entry_reconciled_at"", ""entry_status"", ""exec_last_checked_at"", ""exec_status"", ""exec_status_message"", ""executed_entry_price"", ""executed_entry_qty"", ""last_pnl"", ""last_pnl_value"", ""last_price"", ""last_time"", ""max_price"", ""max_time"", ""min_price"", ""min_time"", ""reconcile_last_checked_at"", ""reconcile_status"", ""reconcile_status_message"", ""trade_management""]}"
6,2026-07-24 09:42:00,TRADE,2,MPHASIS26AUGFUT,DR1812,TRADE_EXECUTOR,ENTRY:READY|EXIT:NONE,ENTRY:FILLED|EXIT:NONE,ENTRY_FILLED,ENTRY_FILLED,ENTRY_FILLED,,"{""audit_mode"": ""PRODUCTION"", ""entry_order_id"": null, ""entry_status"": ""FILLED"", ""exec_status"": null, ""executed_entry_price"": 2277.3, ""executed_entry_qty"": 275, ""executed_exit_price"": null, ""executed_exit_qty"": 0, ""execution_mode"": ""VIRTUAL"", ""exit_order_id"": null, ""exit_reason"": null, ""exit_rule"": null, ""exit_status"": ""NONE"", ""instrument_type"": ""FUT"", ""planned_entry_price"": 2277.3, ""side"": ""SELL"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""updated_fields"": [""entry_exec_time"", ""entry_reconciled_at"", ""entry_status"", ""exec_last_checked_at"", ""exec_status"", ""exec_status_message"", ""executed_entry_price"", ""executed_entry_qty"", ""last_pnl"", ""last_pnl_value"", ""last_price"", ""last_time"", ""max_price"", ""max_time"", ""min_price"", ""min_time"", ""reconcile_last_checked_at"", ""reconcile_status"", ""reconcile_status_message"", ""trade_management""]}"
7,2026-07-24 09:42:00,TRADE,3,MPHASIS26AUG2200PE,DR1812,TRADE_EXECUTOR,ENTRY:READY|EXIT:NONE,ENTRY:FILLED|EXIT:NONE,ENTRY_FILLED,ENTRY_FILLED,ENTRY_FILLED,,"{""audit_mode"": ""PRODUCTION"", ""entry_order_id"": null, ""entry_status"": ""FILLED"", ""exec_status"": null, ""executed_entry_price"": 52.85, ""executed_entry_qty"": 275, ""executed_exit_price"": null, ""executed_exit_qty"": 0, ""execution_mode"": ""VIRTUAL"", ""exit_order_id"": null, ""exit_reason"": null, ""exit_rule"": null, ""exit_status"": ""NONE"", ""instrument_type"": ""PE"", ""planned_entry_price"": 52.85, ""side"": ""BUY"", ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""updated_fields"": [""entry_exec_time"", ""entry_reconciled_at"", ""entry_status"", ""exec_last_checked_at"", ""exec_status"", ""exec_status_message"", ""executed_entry_price"", ""executed_entry_qty"", ""last_pnl"", ""last_pnl_value"", ""last_price"", ""last_time"", ""max_price"", ""max_time"", ""min_price"", ""min_time"", ""reconcile_last_checked_at"", ""reconcile_status"", ""reconcile_status_message"", ""trade_management""]}"
8,2026-07-24 09:39:00,TRADE,2,MPHASIS26AUGFUT,DR1812,TRADE_MONITOR,NONE,NONE,MONITOR,monitor_update,monitor_update,,"{""audit_mode"": ""PRODUCTION"", ""basis_price"": 2277.3, ""entry_price"": 2277.3, ""exit_reason"": null, ""exit_rule"": null, ""exit_status"": null, ""instrument_type"": ""FUT"", ""last_price"": 2277.3, ""management"": {""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""current_profit_r"": 0.0, ""current_stop_price"": 2326.4091692064167, ""current_target_price"": 2244.560553862389, ""directional_alignment"": ""ALIGNED"", ""exit_pressure"": ""LOW"", ""expansion_count"": 0, ""last_target_hit_price"": null, ""last_update_reason"": ""HOLD_AUCTION_SIGNAL_STAGE_ACTIVE_POSTURE_STRENGTHEN"", ""lifecycle_trade_action"": ""CREATE_TRADE"", ""management_posture"": ""STRENGTHEN"", ""management_reason_code"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""max_favorable_price"": 2277.3, ""mfe_profit_r"": 0.0, ""mode"": ""AUCTION_ADAPTIVE_V2"", ""posture"": ""HOLD"", ""profit_protection_applied"": false, ""should_exit_signal"": false, ""signal_stage"": ""ACTIVE"", ""signal_status"": ""OPEN"", ""stop_r_multiple"": 3.0, ""target_expansion_allowed"": true, ""target_r_multiple"": 2.0, ""trail_mode"": ""NORMAL"", ""version"": 2}, ""pnl_per_unit"": 0.0, ""pnl_value"": 0.0, ""side"": ""SELL"", ""signal_contract"": {""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""boundary_event_key"": ""TREND-FAILURE-WATCH:5fe724336601fb104ac89321"", ""candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248"", ""contract_version"": ""AUCTION_SIGNAL_DOWNSTREAM_V2"", ""directional_alignment"": ""ALIGNED"", ""lifecycle_trade_action"": ""CREATE_TRADE"", ""management_posture"": ""STRENGTHEN"", ""management_reason_code"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""opportunity_key"": ""OPPORTUNITY:e297edd57b2c121eb5ad3697"", ""should_exit_signal"": false, ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""stage"": ""ACTIVE"", ""status"": ""OPEN""}, ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""update_fields"": [""last_pnl"", ""last_pnl_value"", ""last_price"", ""last_snapshot"", ""last_time"", ""trade_management""]}"
9,2026-07-24 09:39:00,TRADE,1,MPHASIS,DR1812,TRADE_MONITOR,NONE,NONE,MONITOR,monitor_update,monitor_update,,"{""audit_mode"": ""PRODUCTION"", ""basis_price"": 2253.4, ""entry_price"": 2253.4, ""exit_reason"": null, ""exit_rule"": null, ""exit_status"": null, ""instrument_type"": ""EQ"", ""last_price"": 2253.4, ""management"": {""auction_action"": null, ""auction_state"": null, ""current_profit_r"": 0.0, ""current_stop_price"": 2302.5091692064166, ""current_target_price"": 2220.660553862389, ""directional_alignment"": null, ""exit_pressure"": ""LOW"", ""expansion_count"": 0, ""last_target_hit_price"": null, ""last_update_reason"": ""FOLLOW_GROUP_REFERENCE_FUT_2:CREATE"", ""lifecycle_trade_action"": null, ""management_posture"": null, ""management_reason_code"": null, ""max_favorable_price"": 2253.4, ""mfe_profit_r"": 0.0, ""mode"": ""AUCTION_ADAPTIVE_V2"", ""posture"": ""HOLD"", ""profit_protection_applied"": false, ""should_exit_signal"": false, ""signal_stage"": null, ""signal_status"": null, ""stop_r_multiple"": 3.0, ""target_expansion_allowed"": true, ""target_r_multiple"": 2.0, ""trail_mode"": ""NORMAL"", ""version"": 2}, ""pnl_per_unit"": 0.0, ""pnl_value"": 0.0, ""side"": ""SELL"", ""signal_contract"": {""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""boundary_event_key"": ""TREND-FAILURE-WATCH:5fe724336601fb104ac89321"", ""candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248"", ""contract_version"": ""AUCTION_SIGNAL_DOWNSTREAM_V2"", ""directional_alignment"": ""ALIGNED"", ""lifecycle_trade_action"": ""CREATE_TRADE"", ""management_posture"": ""STRENGTHEN"", ""management_reason_code"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""opportunity_key"": ""OPPORTUNITY:e297edd57b2c121eb5ad3697"", ""should_exit_signal"": false, ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""stage"": ""ACTIVE"", ""status"": ""OPEN""}, ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""update_fields"": [""last_pnl"", ""last_pnl_value"", ""last_price"", ""last_snapshot"", ""last_time"", ""trade_management""]}"
10,2026-07-24 09:39:00,TRADE,3,MPHASIS26AUG2200PE,DR1812,TRADE_MONITOR,NONE,NONE,MONITOR,monitor_update,monitor_update,,"{""audit_mode"": ""PRODUCTION"", ""basis_price"": 52.85, ""entry_price"": 52.85, ""exit_reason"": null, ""exit_rule"": null, ""exit_status"": null, ""instrument_type"": ""PE"", ""last_price"": 52.85, ""management"": {""auction_action"": null, ""auction_state"": null, ""current_profit_r"": 0.0, ""current_stop_price"": 34.434061547593814, ""current_target_price"": 69.21972306880551, ""directional_alignment"": null, ""exit_pressure"": ""LOW"", ""expansion_count"": 0, ""last_target_hit_price"": null, ""last_update_reason"": ""FOLLOW_GROUP_REFERENCE_FUT_2:CREATE"", ""lifecycle_trade_action"": null, ""management_posture"": null, ""management_reason_code"": null, ""max_favorable_price"": 52.85, ""mfe_profit_r"": 0.0, ""mode"": ""AUCTION_ADAPTIVE_V2"", ""posture"": ""HOLD"", ""profit_protection_applied"": false, ""should_exit_signal"": false, ""signal_stage"": null, ""signal_status"": null, ""stop_r_multiple"": 2.25, ""target_expansion_allowed"": true, ""target_r_multiple"": 2.0, ""trail_mode"": ""NORMAL"", ""version"": 2}, ""pnl_per_unit"": 0.0, ""pnl_value"": 0.0, ""side"": ""BUY"", ""signal_contract"": {""auction_action"": ""LOCAL_CONFIRMED"", ""auction_state"": ""REVERSAL"", ""boundary_event_key"": ""TREND-FAILURE-WATCH:5fe724336601fb104ac89321"", ""candidate_id"": ""REV:MPHASIS:7f464cc72a3036c462984248"", ""contract_version"": ""AUCTION_SIGNAL_DOWNSTREAM_V2"", ""directional_alignment"": ""ALIGNED"", ""lifecycle_trade_action"": ""CREATE_TRADE"", ""management_posture"": ""STRENGTHEN"", ""management_reason_code"": ""AUCTION_CONFIRMED_SIGNAL_CREATED"", ""opportunity_key"": ""OPPORTUNITY:e297edd57b2c121eb5ad3697"", ""should_exit_signal"": false, ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""stage"": ""ACTIVE"", ""status"": ""OPEN""}, ""signal_id"": ""6076cb98-6209-598f-9365-eb56128c8dab"", ""update_fields"": [""last_pnl"", ""last_pnl_value"", ""last_price"", ""last_snapshot"", ""last_time"", ""trade_management""]}"
