accepted_range_id,accepted_range_inside,active_episode_id,auction_state,chase_block_eligible,classification,continuation_unlocked,created_price,episode_initial_room_qualified,episode_maturity_qualified,episode_status,exhausted_side,exhaustion_active,gap_pct,large_gap,package_pnl,proposed_reversal_confirmed,qualified_episode_unresolved,range_locked,range_policy_exempt,reversal_failed,same_direction_chase,setup,side,signal_id,signal_last_pnl_pct,signal_last_pnl_value,signal_time,symbol,would_block
DYNAMIC:2026-07-27T11:39:00+05:30:2026-07-27T12:15:00+05:30,False,,ORDERLY_UPTREND,False,UNCHANGED_BY_EXPERIMENT_POLICY,False,5114.2,False,False,NONE,UNKNOWN,False,0.7784431137724551,False,-4247.6,False,False,False,False,False,False,ACCEPTED_BREAKOUT,BUY,431fe3e7-e8c0-5470-8b03-178a2ac0c52c,-0.0626,-3.2,2026-07-27 13:21:00,HEROMOTOCO,False
DYNAMIC:2026-07-27T12:42:00+05:30:2026-07-27T13:00:00+05:30,False,,REVERSAL,False,UNCHANGED_BY_EXPERIMENT_POLICY,False,3820.8,False,False,NONE,UNKNOWN,False,0.9024461039132456,False,-2052.5,False,False,False,False,False,False,REVERSAL,BUY,06f1550b-f5e3-56c4-b3d6-03bde0007c51,-0.3612,-13.8,2026-07-27 13:21:00,LT,False
DYNAMIC:2026-07-27T12:03:00+05:30:2026-07-27T12:45:00+05:30,False,EXPERIMENT_V2_1:EICHERMOT:15:2026-07-27T11:45:00:UP,ORDERLY_DOWNTREND,True,UNCHANGED_BY_EXPERIMENT_POLICY,False,7782.5,True,True,REVERSAL_CONFIRMED,UP,True,0.6145397489539749,False,-1988.5,True,True,False,False,False,False,REVERSAL,SELL,088d7871-8419-59e2-9c59-2b065df33abd,0.045,3.5,2026-07-27 13:36:00,EICHERMOT,False
DYNAMIC:2026-07-27T12:30:00+05:30:2026-07-27T12:45:00+05:30,False,,ORDERLY_DOWNTREND,False,UNCHANGED_BY_EXPERIMENT_POLICY,False,1098.7,False,False,NONE,DOWN,True,0.6575291720689144,False,-3993.6,False,False,False,False,False,False,REVERSAL,SELL,42f5ef14-0a09-5003-8ead-96ee5c1855ab,-1.6929,-18.6,2026-07-27 13:39:00,MAXHEALTH,False
DYNAMIC:2026-07-27T12:48:00+05:30:2026-07-27T13:09:00+05:30,False,EXPERIMENT_V2_1:PNBHOUSING:9:2026-07-27T12:42:00:UP,ORDERLY_DOWNTREND,True,UNCHANGED_BY_EXPERIMENT_POLICY,False,1070.2,True,True,REVERSAL_CONFIRMED,UP,False,0.8384361752237486,False,-4986.9,True,True,False,False,False,False,REVERSAL,SELL,2535fbba-05ad-5fce-8e25-82c4efa5dd4f,-0.6821,-7.3,2026-07-27 13:39:00,PNBHOUSING,False
DYNAMIC:2026-07-27T12:27:00+05:30:2026-07-27T13:18:00+05:30,False,,ORDERLY_DOWNTREND,False,UNCHANGED_BY_EXPERIMENT_POLICY,False,1019.1,False,False,NONE,UNKNOWN,False,1.1765869092347219,True,-2704.0,False,False,False,False,False,False,ACCEPTED_BREAKOUT,SELL,a6ef70dc-ed27-549d-b9f8-dbd0c43346bd,-0.1472,-1.5,2026-07-27 13:39:00,SBIN,False
DYNAMIC:2026-07-27T11:45:00+05:30:2026-07-27T12:42:00+05:30,False,EXPERIMENT_V2_1:LTF:3:2026-07-27T12:21:00:UP,ORDERLY_DOWNTREND,True,UNCHANGED_BY_EXPERIMENT_POLICY,False,311.3,True,True,REVERSAL_CONFIRMED,UP,False,1.0743801652892562,True,-4618.9,True,True,False,False,False,False,REVERSAL,SELL,ddc8dab3-2592-5236-9694-30d243512274,-0.1767,-0.55,2026-07-27 13:42:00,LTF,False
DYNAMIC:2026-07-27T12:57:00+05:30:2026-07-27T13:21:00+05:30,True,,ORDERLY_DOWNTREND,False,BLOCK_RANGE_LOCKED,False,2934.6,False,False,NONE,DOWN,True,1.0315344940980902,True,-3476.25,False,False,True,False,False,False,REVERSAL,SELL,5f46c3d1-4bb1-5ccc-b386-2e9d8252627c,-0.1976,-5.8,2026-07-27 13:42:00,TRENT,True
DYNAMIC:2026-07-27T12:09:00+05:30:2026-07-27T12:30:00+05:30,False,EXPERIMENT_V2_1:M&M:18:2026-07-27T13:27:00:UP,ORDERLY_UPTREND,True,BLOCK_QUALIFIED_EXHAUSTION_CHASE,False,3226.7,True,True,REVERSAL_CONFIRMED,UP,False,0.7835703001579837,False,4702.8,True,True,False,False,False,True,ACCEPTED_BREAKOUT,BUY,f8d2caf0-ef81-538e-81a5-644f4ba4ac6a,0.4277,13.8,2026-07-27 13:45:00,M&M,True
DYNAMIC:2026-07-27T11:27:00+05:30:2026-07-27T11:57:00+05:30,True,EXPERIMENT_V2_1:BAJAJFINSV:6:2026-07-27T13:15:00:UP,ORDERLY_DOWNTREND,True,BLOCK_RANGE_LOCKED,False,1907.0,True,True,REVERSAL_CONFIRMED,UP,False,0.6648936170212766,False,-377.0,True,True,True,False,False,False,REVERSAL,SELL,e73b62ad-dbaf-575e-a1c1-e54c3cc55c8f,-0.6765,-12.9,2026-07-27 13:48:00,BAJAJFINSV,True
DYNAMIC:2026-07-27T10:51:00+05:30:2026-07-27T11:48:00+05:30,True,EXPERIMENT_V2_1:NESTLEIND:4:2026-07-27T12:00:00:DOWN,ORDERLY_UPTREND,True,BLOCK_RANGE_LOCKED,False,1444.0,True,True,REVERSAL_CONFIRMED,DOWN,False,0.4930213179640398,False,1225.4,True,True,True,False,False,False,REVERSAL,BUY,d16305bf-7cd6-50cc-906c-7b6c52d04ffc,0.277,4.0,2026-07-27 13:48:00,NESTLEIND,True
DYNAMIC:2026-07-27T11:54:00+05:30:2026-07-27T12:51:00+05:30,True,,REVERSAL,False,BLOCK_RANGE_LOCKED,False,5265.0,False,False,NONE,UNKNOWN,False,1.0529355149181872,True,-2688.55,False,False,True,False,False,False,REVERSAL,SELL,62af79fe-6203-504f-bc86-78013a14248c,-0.245,-12.9,2026-07-27 13:51:00,PERSISTENT,True
DYNAMIC:2026-07-27T12:00:00+05:30:2026-07-27T12:27:00+05:30,False,,ORDERLY_DOWNTREND,False,UNCHANGED_BY_EXPERIMENT_POLICY,False,1061.2,False,False,NONE,UNKNOWN,False,1.5288461538461626,True,-1875.0,False,False,False,False,False,False,REVERSAL,SELL,0c0c9f79-8f50-56f7-8f78-6d3267917fc5,-0.4523,-4.8,2026-07-27 13:57:00,JINDALSTEL,False
DYNAMIC:2026-07-27T12:36:00+05:30:2026-07-27T13:06:00+05:30,True,,REVERSAL,False,BLOCK_RANGE_LOCKED,False,1645.9,False,False,NONE,UNKNOWN,False,0.5558949297495364,False,-4443.45,False,False,True,False,False,False,REVERSAL,SELL,0b278aba-1228-5851-adfa-24229ecff1a4,0.4557,7.5,2026-07-27 14:03:00,BLUESTARCO,True
DYNAMIC:2026-07-27T13:45:00+05:30:2026-07-27T14:12:00+05:30,False,,ORDERLY_UPTREND,False,UNCHANGED_BY_EXPERIMENT_POLICY,False,1079.9,False,False,NONE,UNKNOWN,False,2.3387872954764153,True,-964.8,False,False,False,False,False,False,ACCEPTED_BREAKOUT,BUY,bec1ec81-fcc9-57cf-ac72-7ed95ec675d9,-0.1482,-1.6,2026-07-27 14:18:00,INFY,False
