run_started_at,run_finished_at,elapsed_seconds,replay_start,replay_end,step_minutes,symbols,symbol_count,replay_userid,data_user_id,credential_source,clear_replay_data,db_snapshots,db_processed_snapshots,db_signals,db_trades,db_audit_rows,entry_status,exit_status,instrument_type,execution_mode,cadences,entry_pass_results,exit_pass_results,monitor_results,signals_processed,snapshots_generated,trades_created_db_delta,trades_created_returned,exported_signals,exported_user_trades,exported_auditlog
2026-07-25T20:54:39.125186+05:30,2026-07-25T21:27:02.746575+05:30,1942.191,2026-07-24T09:18:00+05:30,2026-07-24T15:30:00+05:30,3,"MARUTI,TATAELXSI,MPHASIS,INDIGO,HINDZINC,CGPOWER,BHARATFORG,INFY,MFSL,MUTHOOTFIN",10,DR1812,VZS807,DATABASE,True,1250,1250,19,57,1167,"{""FILLED"": 57}","{""FILLED"": 57}","{""CE"": 10, ""EQ"": 19, ""FUT"": 19, ""PE"": 9}","{""VIRTUAL"": 57}",125,57,57,615,1250,1250,57,57,19,57,1167
