run_started_at,run_finished_at,elapsed_seconds,replay_start,replay_end,step_minutes,symbols,symbol_count,replay_userid,data_user_id,credential_source,clear_replay_data,db_snapshots,db_processed_snapshots,db_signals,db_trades,db_audit_rows,entry_status,exit_status,instrument_type,execution_mode,cadences,entry_pass_results,exit_pass_results,monitor_results,signals_processed,snapshots_generated,trades_created_db_delta,trades_created_returned,exported_signals,exported_user_trades,exported_auditlog
2026-07-25T22:10:55.694838+05:30,2026-07-25T22:42:34.321616+05:30,1897.701,2026-07-24T09:18:00+05:30,2026-07-24T15:30:00+05:30,3,"MARUTI,TATAELXSI,MPHASIS,INDIGO,HINDZINC,CGPOWER,BHARATFORG,INFY,MFSL,MUTHOOTFIN",10,DR1812,VZS807,DATABASE,True,1250,1250,19,54,1131,"{""FILLED"": 54}","{""FILLED"": 54}","{""CE"": 10, ""EQ"": 18, ""FUT"": 18, ""PE"": 8}","{""VIRTUAL"": 54}",125,54,54,588,1250,1250,54,54,19,54,1131
