boundary_event_key,candidate_id,entry_status_counts,executor_entry_updates,executor_exit_updates,exit_status_counts,index,lifecycle_trade_action,management_posture,monitor_error_count,monitor_updates,opportunity_key,selected_candidate_id,selected_opportunity_key,should_exit_signal,signal_action,signal_auction_action,signal_auction_state,signal_directional_alignment,signal_id,signal_reason,signal_stage,signal_status,snapshot_auction_action,snapshot_auction_state,snapshot_authoritative_event_ids,snapshot_balance_state,snapshot_permission_results,snapshot_time,symbol,trade_count,tradegen_attempted,tradegen_created_count,tradegen_error,tradegen_outcome
,,{},0,0,{},1,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},2,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},3,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},4,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},5,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},6,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},7,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},8,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},9,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},10,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},11,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},12,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},13,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},14,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:15:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},15,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},16,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},17,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},18,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},19,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},20,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},21,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},22,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},23,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},24,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},25,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},26,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},27,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},28,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:18:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},29,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},30,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},31,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},32,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},33,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},34,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},35,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},36,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},37,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},38,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},39,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},40,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},41,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},42,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:21:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},43,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},44,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},45,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},46,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},47,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},48,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},49,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},50,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},51,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},52,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},53,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},54,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},55,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},56,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:24:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},57,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},58,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},59,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},60,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},61,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},62,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},63,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},64,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},65,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},66,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},67,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},68,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},69,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},70,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:27:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},71,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:BHEL:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]",NONE,[],2026-07-31T09:30:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},72,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:CHOLAFIN:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]",NONE,[],2026-07-31T09:30:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},73,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},74,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:DIVISLAB:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]",NONE,[],2026-07-31T09:30:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},75,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},76,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},77,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},78,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},79,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},80,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},81,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:DIRECTIONAL_STARTED:093000""]",NONE,[],2026-07-31T09:30:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},82,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:POWERINDIA:2026-07-31:001:UP:093000:DIRECTIONAL_STARTED:093000""]",NONE,[],2026-07-31T09:30:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},83,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:TCS:2026-07-31:001:DOWN:093000:DIRECTIONAL_STARTED:093000""]",NONE,[],2026-07-31T09:30:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},84,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:30:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},85,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:33:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},86,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:33:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},87,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:33:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},88,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:33:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},89,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:EXIDEIND:2026-07-31:001:UP:093300:DIRECTIONAL_STARTED:093300""]",NONE,[],2026-07-31T09:33:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},90,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:33:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},91,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:33:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},92,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:33:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},93,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:33:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},94,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:MANAPPURAM:2026-07-31:001:UP:093300:DIRECTIONAL_STARTED:093300""]",NONE,[],2026-07-31T09:33:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},95,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:33:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},96,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:33:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},97,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:33:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},98,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:TORNTPHARM:2026-07-31:001:DOWN:093300:DIRECTIONAL_STARTED:093300""]",NONE,[],2026-07-31T09:33:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},99,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:36:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},100,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:36:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},101,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:36:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},102,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:36:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},103,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:36:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},104,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:36:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},105,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:36:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},106,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:36:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},107,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:36:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},108,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:36:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},109,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_MATURED,MATURE,"[""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:DIRECTIONAL_MATURED:093600""]",NONE,[],2026-07-31T09:36:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},110,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_MATURED,MATURE,"[""DIR:POWERINDIA:2026-07-31:001:UP:093000:DIRECTIONAL_MATURED:093600""]",NONE,[],2026-07-31T09:36:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},111,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_MATURED,MATURE,"[""DIR:TCS:2026-07-31:001:DOWN:093000:DIRECTIONAL_MATURED:093600""]",NONE,[],2026-07-31T09:36:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},112,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:36:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},113,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:39:00+05:30,BHEL,0,False,0,,NO_SIGNAL
,,{},0,0,{},114,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:39:00+05:30,CHOLAFIN,0,False,0,,NO_SIGNAL
,,{},0,0,{},115,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_STARTED,DIRECTIONAL,"[""DIR:COFORGE:2026-07-31:001:UP:093900:DIRECTIONAL_STARTED:093900""]",NONE,[],2026-07-31T09:39:00+05:30,COFORGE,0,False,0,,NO_SIGNAL
,,{},0,0,{},116,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:39:00+05:30,DIVISLAB,0,False,0,,NO_SIGNAL
,,{},0,0,{},117,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:39:00+05:30,EXIDEIND,0,False,0,,NO_SIGNAL
,,{},0,0,{},118,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:39:00+05:30,FORCEMOT,0,False,0,,NO_SIGNAL
,,{},0,0,{},119,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:39:00+05:30,GLENMARK,0,False,0,,NO_SIGNAL
,,{},0,0,{},120,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:39:00+05:30,INDUSTOWER,0,False,0,,NO_SIGNAL
,,{},0,0,{},121,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,NONE,[],NONE,[],2026-07-31T09:39:00+05:30,KALYANKJIL,0,False,0,,NO_SIGNAL
,,{},0,0,{},122,,,0,0,,,,,NO_ACTION,,,,,,,,DIRECTIONAL_MATURED,MATURE,"[""DIR:MANAPPURAM:2026-07-31:001:UP:093300:DIRECTIONAL_MATURED:093900""]",NONE,[],2026-07-31T09:39:00+05:30,MANAPPURAM,0,False,0,,NO_SIGNAL
,,{},0,0,{},123,,,0,0,,,,,NO_ACTION,,,,,,,,REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:PERSISTENT:2026-07-31:001:DOWN:093000:REVERSAL_WATCH_STARTED:093900""]",NONE,[],2026-07-31T09:39:00+05:30,PERSISTENT,0,False,0,,NO_SIGNAL
,,{},0,0,{},124,,,0,0,,,,,NO_ACTION,,,,,,,,REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:POWERINDIA:2026-07-31:001:UP:093000:REVERSAL_WATCH_STARTED:093900""]",NONE,[],2026-07-31T09:39:00+05:30,POWERINDIA,0,False,0,,NO_SIGNAL
,,{},0,0,{},125,,,0,0,,,,,NO_ACTION,,,,,,,,REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:TCS:2026-07-31:001:DOWN:093000:REVERSAL_WATCH_STARTED:093900""]",NONE,[],2026-07-31T09:39:00+05:30,TCS,0,False,0,,NO_SIGNAL
,,{},0,0,{},126,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:39:00+05:30,TORNTPHARM,0,False,0,,NO_SIGNAL
,,{},0,0,{},127,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T09:42:00+05:30,BHEL,0,False,0,,NO_SIGNAL
