advisor_action,advisor_context_as_of,advisor_context_present,advisor_context_symbol,advisor_diagnostics_json,advisor_reason_codes,approved,blockers,candidate_id,index,manager_reason_codes,market_regime_age_seconds,market_regime_availability,market_regime_buy_support,market_regime_confidence,market_regime_continuation_support,market_regime_evidence,market_regime_hysteresis,market_regime_influence,market_regime_metrics,market_regime_reason_codes,market_regime_reversal_support,market_regime_sell_support,market_regime_state,outcome,reason_codes,setup_family,side,snapshot_time,source_episode_id,source_event_id,source_event_type,stock_rank_age_seconds,stock_rank_attention_tier,stock_rank_availability,stock_rank_classification,stock_rank_direction,stock_rank_fresh,stock_rank_influence,stock_rank_movement_score,stock_rank_position,stock_rank_quality_score,stock_rank_range_penalty,stock_rank_rank_time,stock_rank_reason_codes,stock_rank_stall_penalty,stock_rank_total_score,stock_rank_universe_size,structural_result,symbol
ALLOW,2026-07-31T10:33:00,True,CHOLAFIN,"{""advisor_context"": {""as_of"": ""2026-07-31T10:33:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T10:33:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 180.0, ""as_of"": ""2026-07-31T10:33:00"", ""attention_tier"": ""SECONDARY"", ""availability"": ""AVAILABLE"", ""classification"": ""DEVELOPING_DOWN"", ""direction"": ""DOWN"", ""fresh"": true, ""movement_score"": 64.4412, ""quality_score"": 35.0272, ""range_penalty"": 36.6531, ""rank_position"": 15, ""rank_time"": ""2026-07-31T10:30:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 45.0, ""symbol"": ""CHOLAFIN"", ""total_score"": 26.0404, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""CHOLAFIN""}, ""barrier"": {""active"": false, ""barrier_price"": 1796.810370310272, ""barrier_type"": ""EMA_SLOW"", ""candidates"": [{""price"": 1758.0, ""type"": ""PDL""}, {""price"": 1779.4, ""type"": ""ORL""}, {""price"": 1779.4, ""type"": ""SESSION_LOW""}, {""price"": 1789.8826726781722, ""type"": ""EMA_REF""}, {""price"": 1796.810370310272, ""type"": ""EMA_SLOW""}], ""distance_atr"": 5.789648168085424, ""distance_pct"": 2.0758422633237834, ""distance_points"": 38.0896296897281, ""threshold_points"": 3.6698000000000004}, ""candidate_family"": ""REVERSAL"", ""candidate_side"": ""SELL"", ""candidate_subtype"": ""STRUCTURAL_REVERSAL"", ""day_path"": {""close_first"": 1820.8, ""close_last"": 1834.9, ""containment_ratio"": null, ""episode_age_bars"": 23, ""midpoint_crossings"": 0, ""path_efficiency"": 0.12292938099389826, ""range_width_pct"": null, ""sample_count"": 23, ""structure_flips"": 4, ""total_travel_points"": 114.70000000000005, ""total_travel_range_multiple"": null, ""vwap_crossings"": 2}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""CURRENT_AUCTION_OBSERVATION"", ""high"": null, ""inside_for_rule"": false, ""low"": null, ""observation_accepted_range_high"": 1820.8, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 1779.4, ""outside_for_side"": false, ""reference_price"": null, ""source_episode_id"": null, ""source_event_id"": null}, ""source_episode_id"": ""DIR:CHOLAFIN:2026-07-31:002:DOWN:102400"", ""source_event_id"": ""DIR:CHOLAFIN:2026-07-31:002:DOWN:102400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:103300""}","[""ADVISOR_ALLOW""]",True,[],CAND:c91e30e559c61ae9e4a8e30d,366,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL"", ""AUTHORITATIVE_DIRECTIONAL_EVENT_GEOMETRY""]",REVERSAL,SELL,2026-07-31T10:33:00+05:30,DIR:CHOLAFIN:2026-07-31:002:DOWN:102400,DIR:CHOLAFIN:2026-07-31:002:DOWN:102400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:103300,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,180.0,SECONDARY,AVAILABLE,DEVELOPING_DOWN,DOWN,True,DIAGNOSTIC,64.4412,15,35.0272,36.6531,2026-07-31T10:30:00,"[""STOCK_RANK_AVAILABLE""]",45.0,26.0404,80,PERMIT,CHOLAFIN
,,False,,,[],False,"[""EXPECTED_FIRST_MOVE_BELOW_0_5_PERCENT""]",,370,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED""]",BREAKOUT_INITIATION,BUY,2026-07-31T10:33:00+05:30,BAL:FORCEMOT:2026-07-31:001:NEUTRAL:100000,BAL:FORCEMOT:2026-07-31:001:NEUTRAL:100000:BALANCE_ESCAPE_STARTED:103300,BALANCE_ESCAPE_STARTED,,,,,,,,,,,,,,,,,PERMIT,FORCEMOT
ALLOW,2026-07-31T10:33:00,True,KALYANKJIL,"{""advisor_context"": {""as_of"": ""2026-07-31T10:33:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T10:33:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 180.0, ""as_of"": ""2026-07-31T10:33:00"", ""attention_tier"": ""PRIORITY"", ""availability"": ""AVAILABLE"", ""classification"": ""MOVING_DOWN"", ""direction"": ""DOWN"", ""fresh"": true, ""movement_score"": 72.3056, ""quality_score"": 53.0811, ""range_penalty"": 48.0695, ""rank_position"": 9, ""rank_time"": ""2026-07-31T10:30:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 16.875, ""symbol"": ""KALYANKJIL"", ""total_score"": 38.2847, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""KALYANKJIL""}, ""barrier"": {""active"": false, ""barrier_price"": 632.3708840758005, ""barrier_type"": ""EMA_REF"", ""candidates"": [{""price"": 632.3708840758005, ""type"": ""EMA_REF""}, {""price"": 634.9940007210661, ""type"": ""EMA_SLOW""}, {""price"": 648.95, ""type"": ""PDH""}], ""distance_atr"": 2.0687790947897513, ""distance_pct"": 1.0338527042339896, ""distance_points"": 6.470884075800541, ""threshold_points"": 1.2518}, ""candidate_family"": ""REVERSAL"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""STRUCTURAL_REVERSAL"", ""day_path"": {""close_first"": 633.75, ""close_last"": 625.9, ""containment_ratio"": null, ""episode_age_bars"": 19, ""midpoint_crossings"": 0, ""path_efficiency"": 0.24569640062598108, ""range_width_pct"": 0.849457291175079, ""sample_count"": 19, ""structure_flips"": 2, ""total_travel_points"": 31.949999999999704, ""total_travel_range_multiple"": 5.916666666666637, ""vwap_crossings"": 0}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""CURRENT_AUCTION_OBSERVATION"", ""high"": 638.4, ""inside_for_rule"": false, ""low"": 633.0, ""observation_accepted_range_high"": 638.4, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 633.0, ""outside_for_side"": false, ""reference_price"": 638.4, ""source_episode_id"": null, ""source_event_id"": null}, ""source_episode_id"": ""DIR:KALYANKJIL:2026-07-31:002:UP:102400"", ""source_event_id"": ""DIR:KALYANKJIL:2026-07-31:002:UP:102400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:103300""}","[""ADVISOR_ALLOW""]",True,[],CAND:158ac89230fbe44b1b3cdd63,373,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL"", ""AUTHORITATIVE_DIRECTIONAL_EVENT_GEOMETRY""]",REVERSAL,BUY,2026-07-31T10:33:00+05:30,DIR:KALYANKJIL:2026-07-31:002:UP:102400,DIR:KALYANKJIL:2026-07-31:002:UP:102400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:103300,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,180.0,PRIORITY,AVAILABLE,MOVING_DOWN,DOWN,True,DIAGNOSTIC,72.3056,9,53.0811,48.0695,2026-07-31T10:30:00,"[""STOCK_RANK_AVAILABLE""]",16.875,38.2847,80,PERMIT,KALYANKJIL
,,False,,,[],False,"[""STRUCTURAL_PERMISSION_BLOCK""]",,379,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,STRUCTURAL_PERMISSION_BLOCKED,"[""RECOMPRESSION_COMPLETED"", ""FRESH_DIRECTIONAL_EXPANSION_CONFIRMED""]",REACCELERATION,BUY,2026-07-31T10:36:00+05:30,DIR:BHEL:2026-07-31:003:UP:102400,DIR:BHEL:2026-07-31:003:UP:102400:DIRECTIONAL_REACCELERATION_CONFIRMED:103600,DIRECTIONAL_REACCELERATION_CONFIRMED,,,,,,,,,,,,,,,,,BLOCK,BHEL
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,384,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""OUTSIDE_ACCEPTANCE_CONFIRMED""]",ACCEPTED_BREAKOUT,BUY,2026-07-31T10:36:00+05:30,BAL:FORCEMOT:2026-07-31:001:NEUTRAL:100000,BAL:FORCEMOT:2026-07-31:001:NEUTRAL:100000:BALANCE_ESCAPE_ACCEPTED:103600,BALANCE_ESCAPE_ACCEPTED,,,,,,,,,,,,,,,,,PERMIT,FORCEMOT
ALLOW,2026-07-31T10:36:00,True,TCS,"{""advisor_context"": {""as_of"": ""2026-07-31T10:36:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T10:36:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 0.0, ""as_of"": ""2026-07-31T10:36:00"", ""attention_tier"": ""SUPPRESSED"", ""availability"": ""AVAILABLE"", ""classification"": ""STALLED_GAP_RANGE"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 49.85, ""quality_score"": 38.0938, ""range_penalty"": 56.409, ""rank_position"": 36, ""rank_time"": ""2026-07-31T10:36:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 49.7462, ""symbol"": ""TCS"", ""total_score"": 5.6821, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""TCS""}, ""barrier"": {""active"": false, ""barrier_price"": 2391.0, ""barrier_type"": ""ORH"", ""candidates"": [{""price"": 2391.0, ""type"": ""ORH""}, {""price"": 2391.0, ""type"": ""SESSION_HIGH""}, {""price"": 2409.2773973143917, ""type"": ""EMA_SLOW""}, {""price"": 2423.258390945974, ""type"": ""EMA_REF""}, {""price"": 2495.0, ""type"": ""PDH""}], ""distance_atr"": 3.537983025636838, ""distance_pct"": 0.9116231957457546, ""distance_points"": 21.59999999999991, ""threshold_points"": 4.7388}, ""candidate_family"": ""BREAKOUT_INITIATION"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""BALANCE_ESCAPE_INITIATION"", ""day_path"": {""close_first"": 2364.0, ""close_last"": 2369.4, ""containment_ratio"": 0.9, ""episode_age_bars"": 11, ""midpoint_crossings"": 2, ""path_efficiency"": 0.27551020408163857, ""range_width_pct"": 0.5589430894308866, ""sample_count"": 11, ""structure_flips"": 0, ""total_travel_points"": 19.59999999999991, ""total_travel_range_multiple"": 1.4848484848484984, ""vwap_crossings"": 0}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""AUCTION_SOURCE_EPISODE"", ""high"": 2368.2, ""inside_for_rule"": false, ""low"": 2355.0, ""observation_accepted_range_high"": 2367.6, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 2358.0, ""outside_for_side"": true, ""reference_price"": 2368.2, ""source_episode_id"": ""BAL:TCS:2026-07-31:001:NEUTRAL:100600"", ""source_event_id"": ""BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_STARTED:103600""}, ""source_episode_id"": ""BAL:TCS:2026-07-31:001:NEUTRAL:100600"", ""source_event_id"": ""BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_STARTED:103600""}","[""ADVISOR_ALLOW""]",True,[],CAND:02506b9e9c36e94d0d5e2f0e,391,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED"", ""BALANCE_MEASURED_MOVE_REFERENCE""]",BREAKOUT_INITIATION,BUY,2026-07-31T10:36:00+05:30,BAL:TCS:2026-07-31:001:NEUTRAL:100600,BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_STARTED:103600,BALANCE_ESCAPE_STARTED,0.0,SUPPRESSED,AVAILABLE,STALLED_GAP_RANGE,UP,True,DIAGNOSTIC,49.85,36,38.0938,56.409,2026-07-31T10:36:00,"[""STOCK_RANK_AVAILABLE""]",49.7462,5.6821,80,PERMIT,TCS
,,False,,,[],False,"[""EXPECTED_FIRST_MOVE_BELOW_0_5_PERCENT""]",,405,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ESCAPE_FAILED_BACK_INSIDE_FROZEN_BALANCE"", ""BALANCE_REARM_REQUIRED_AFTER_FAILED_ESCAPE""]",FAILED_BREAKOUT,SELL,2026-07-31T10:39:00+05:30,BAL:TCS:2026-07-31:001:NEUTRAL:100600,BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_FAILED:103900,BALANCE_ESCAPE_FAILED,,,,,,,,,,,,,,,,,PERMIT,TCS
ALLOW,2026-07-31T11:00:00,True,FORCEMOT,"{""advisor_context"": {""as_of"": ""2026-07-31T11:00:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:00:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 0.0, ""as_of"": ""2026-07-31T11:00:00"", ""attention_tier"": ""PRIORITY"", ""availability"": ""AVAILABLE"", ""classification"": ""MOVING_UP"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 86.4766, ""quality_score"": 76.43, ""range_penalty"": 58.6898, ""rank_position"": 3, ""rank_time"": ""2026-07-31T11:00:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 0.0, ""symbol"": ""FORCEMOT"", ""total_score"": 54.1178, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""FORCEMOT""}, ""barrier"": {""active"": false, ""barrier_price"": 18060.0, ""barrier_type"": ""SESSION_HIGH"", ""candidates"": [{""price"": 18060.0, ""type"": ""SESSION_HIGH""}], ""distance_atr"": 0.6097910515344008, ""distance_pct"": 0.21085340139829098, ""distance_points"": 38.0, ""threshold_points"": 36.044000000000004}, ""candidate_family"": ""REVERSAL"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""STRUCTURAL_REVERSAL"", ""day_path"": {""close_first"": 17747.0, ""close_last"": 18022.0, ""containment_ratio"": null, ""episode_age_bars"": 22, ""midpoint_crossings"": 3, ""path_efficiency"": 0.44861337683523655, ""range_width_pct"": 0.4165025046434401, ""sample_count"": 22, ""structure_flips"": 3, ""total_travel_points"": 613.0, ""total_travel_range_multiple"": 8.283783783783784, ""vwap_crossings"": 3}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [""DIRECTIONAL_LEG_MATURE""], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""CURRENT_AUCTION_OBSERVATION"", ""high"": 17804.0, ""inside_for_rule"": false, ""low"": 17730.0, ""observation_accepted_range_high"": 17804.0, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 17730.0, ""outside_for_side"": true, ""reference_price"": 17804.0, ""source_episode_id"": null, ""source_event_id"": null}, ""source_episode_id"": ""DIR:FORCEMOT:2026-07-31:002:UP:105400"", ""source_event_id"": ""DIR:FORCEMOT:2026-07-31:002:UP:105400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110000""}","[""ADVISOR_ALLOW""]",True,[],CAND:32b3a707960484f98d8399a7,496,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL"", ""AUTHORITATIVE_DIRECTIONAL_EVENT_GEOMETRY""]",REVERSAL,BUY,2026-07-31T11:00:00+05:30,DIR:FORCEMOT:2026-07-31:002:UP:105400,DIR:FORCEMOT:2026-07-31:002:UP:105400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110000,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,0.0,PRIORITY,AVAILABLE,MOVING_UP,UP,True,DIAGNOSTIC,86.4766,3,76.43,58.6898,2026-07-31T11:00:00,"[""STOCK_RANK_AVAILABLE""]",0.0,54.1178,80,PERMIT,FORCEMOT
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,505,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED""]",BREAKOUT_INITIATION,SELL,2026-07-31T11:03:00+05:30,BAL:BHEL:2026-07-31:001:NEUTRAL:101500,BAL:BHEL:2026-07-31:001:NEUTRAL:101500:BALANCE_ESCAPE_STARTED:110300,BALANCE_ESCAPE_STARTED,,,,,,,,,,,,,,,,,PERMIT,BHEL
ALLOW,2026-07-31T11:03:00,True,TORNTPHARM,"{""advisor_context"": {""as_of"": ""2026-07-31T11:03:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:03:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 180.0, ""as_of"": ""2026-07-31T11:03:00"", ""attention_tier"": ""PRIORITY"", ""availability"": ""AVAILABLE"", ""classification"": ""MOVING_UP"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 88.6373, ""quality_score"": 80.2177, ""range_penalty"": 55.1987, ""rank_position"": 2, ""rank_time"": ""2026-07-31T11:00:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 0.0, ""symbol"": ""TORNTPHARM"", ""total_score"": 58.5121, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""TORNTPHARM""}, ""barrier"": {""active"": false, ""barrier_price"": null, ""barrier_type"": null, ""candidates"": [], ""distance_atr"": null, ""distance_pct"": null, ""distance_points"": null, ""threshold_points"": 10.0494}, ""candidate_family"": ""REVERSAL"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""STRUCTURAL_REVERSAL"", ""day_path"": {""close_first"": 4971.0, ""close_last"": 5024.7, ""containment_ratio"": null, ""episode_age_bars"": 10, ""midpoint_crossings"": 0, ""path_efficiency"": 0.7406896551724206, ""range_width_pct"": 0.5069708491761686, ""sample_count"": 10, ""structure_flips"": 0, ""total_travel_points"": 72.49999999999909, ""total_travel_range_multiple"": 2.876984126984112, ""vwap_crossings"": 0}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [""DIRECTIONAL_LEG_MATURE"", ""DIRECTIONAL_EXHAUSTION_ACTIVE""], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""CURRENT_AUCTION_OBSERVATION"", ""high"": 4983.3, ""inside_for_rule"": false, ""low"": 4958.1, ""observation_accepted_range_high"": 4983.3, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 4958.1, ""outside_for_side"": true, ""reference_price"": 4983.3, ""source_episode_id"": null, ""source_event_id"": null}, ""source_episode_id"": ""DIR:TORNTPHARM:2026-07-31:002:UP:105700"", ""source_event_id"": ""DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110300""}","[""ADVISOR_ALLOW""]",True,[],CAND:dcb490f7068f3aeab3ab074f,518,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL"", ""AUTHORITATIVE_DIRECTIONAL_EVENT_GEOMETRY""]",REVERSAL,BUY,2026-07-31T11:03:00+05:30,DIR:TORNTPHARM:2026-07-31:002:UP:105700,DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110300,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,180.0,PRIORITY,AVAILABLE,MOVING_UP,UP,True,DIAGNOSTIC,88.6373,2,80.2177,55.1987,2026-07-31T11:00:00,"[""STOCK_RANK_AVAILABLE""]",0.0,58.5121,80,PERMIT,TORNTPHARM
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,519,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""OUTSIDE_ACCEPTANCE_CONFIRMED""]",ACCEPTED_BREAKOUT,SELL,2026-07-31T11:06:00+05:30,BAL:BHEL:2026-07-31:001:NEUTRAL:101500,BAL:BHEL:2026-07-31:001:NEUTRAL:101500:BALANCE_ESCAPE_ACCEPTED:110600,BALANCE_ESCAPE_ACCEPTED,,,,,,,,,,,,,,,,,PERMIT,BHEL
