advisor_action,advisor_context_as_of,advisor_context_present,advisor_context_symbol,advisor_diagnostics_json,advisor_reason_codes,approved,blockers,candidate_id,index,manager_reason_codes,market_regime_age_seconds,market_regime_availability,market_regime_buy_support,market_regime_confidence,market_regime_continuation_support,market_regime_evidence,market_regime_hysteresis,market_regime_influence,market_regime_metrics,market_regime_reason_codes,market_regime_reversal_support,market_regime_sell_support,market_regime_state,outcome,reason_codes,setup_family,side,snapshot_time,source_episode_id,source_event_id,source_event_type,stock_rank_age_seconds,stock_rank_attention_tier,stock_rank_availability,stock_rank_classification,stock_rank_direction,stock_rank_fresh,stock_rank_influence,stock_rank_movement_score,stock_rank_position,stock_rank_quality_score,stock_rank_range_penalty,stock_rank_rank_time,stock_rank_reason_codes,stock_rank_stall_penalty,stock_rank_total_score,stock_rank_universe_size,structural_result,symbol
ALLOW,2026-07-31T11:06:00,True,PERSISTENT,"{""advisor_context"": {""as_of"": ""2026-07-31T11:06:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:06:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 0.0, ""as_of"": ""2026-07-31T11:06:00"", ""attention_tier"": ""SECONDARY"", ""availability"": ""AVAILABLE"", ""classification"": ""DEVELOPING_UP"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 65.8687, ""quality_score"": 54.8765, ""range_penalty"": 45.8521, ""rank_position"": 10, ""rank_time"": ""2026-07-31T11:06:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 45.0, ""symbol"": ""PERSISTENT"", ""total_score"": 28.395, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""PERSISTENT""}, ""barrier"": {""active"": false, ""barrier_price"": 5458.7, ""barrier_type"": ""ORH"", ""candidates"": [{""price"": 5458.7, ""type"": ""ORH""}, {""price"": 5458.7, ""type"": ""SESSION_HIGH""}, {""price"": 5466.073157870992, ""type"": ""EMA_SLOW""}, {""price"": 5497.81571106763, ""type"": ""EMA_REF""}, {""price"": 5698.0, ""type"": ""PDH""}], ""distance_atr"": 2.4695847576309395, ""distance_pct"": 0.6861569676288817, ""distance_points"": 37.19999999999982, ""threshold_points"": 10.843}, ""candidate_family"": ""BREAKOUT_INITIATION"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""BALANCE_ESCAPE_INITIATION"", ""day_path"": {""close_first"": 5396.2, ""close_last"": 5421.5, ""containment_ratio"": 0.8, ""episode_age_bars"": 11, ""midpoint_crossings"": 3, ""path_efficiency"": 0.7376093294460655, ""range_width_pct"": 0.6835295316248116, ""sample_count"": 11, ""structure_flips"": 2, ""total_travel_points"": 34.30000000000018, ""total_travel_range_multiple"": 0.929539295392968, ""vwap_crossings"": 0}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""AUCTION_SOURCE_EPISODE"", ""high"": 5416.9, ""inside_for_rule"": false, ""low"": 5380.0, ""observation_accepted_range_high"": 5419.9, ""observation_accepted_range_inside"": true, ""observation_accepted_range_low"": 5390.1, ""outside_for_side"": true, ""reference_price"": 5416.9, ""source_episode_id"": ""BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600"", ""source_event_id"": ""BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600:BALANCE_ESCAPE_STARTED:110600""}, ""source_episode_id"": ""BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600"", ""source_event_id"": ""BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600:BALANCE_ESCAPE_STARTED:110600""}","[""ADVISOR_ALLOW""]",True,[],CAND:6e00ceac84968df1df4d7495,529,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED"", ""BALANCE_MEASURED_MOVE_REFERENCE""]",BREAKOUT_INITIATION,BUY,2026-07-31T11:06:00+05:30,BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600,BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600:BALANCE_ESCAPE_STARTED:110600,BALANCE_ESCAPE_STARTED,0.0,SECONDARY,AVAILABLE,DEVELOPING_UP,UP,True,DIAGNOSTIC,65.8687,10,54.8765,45.8521,2026-07-31T11:06:00,"[""STOCK_RANK_AVAILABLE""]",45.0,28.395,80,PERMIT,PERSISTENT
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,543,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""OUTSIDE_ACCEPTANCE_CONFIRMED""]",ACCEPTED_BREAKOUT,BUY,2026-07-31T11:09:00+05:30,BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600,BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600:BALANCE_ESCAPE_ACCEPTED:110900,BALANCE_ESCAPE_ACCEPTED,,,,,,,,,,,,,,,,,PERMIT,PERSISTENT
,,False,,,[],False,"[""STRUCTURAL_PERMISSION_BLOCK""]",,597,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,STRUCTURAL_PERMISSION_BLOCKED,"[""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL""]",REVERSAL,BUY,2026-07-31T11:21:00+05:30,DIR:KALYANKJIL:2026-07-31:006:UP:111500,DIR:KALYANKJIL:2026-07-31:006:UP:111500:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:112100,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,,,,,,,,,,,,,,,,,BLOCK,KALYANKJIL
ALLOW,2026-07-31T11:21:00,True,MANAPPURAM,"{""advisor_context"": {""as_of"": ""2026-07-31T11:21:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:21:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 180.0, ""as_of"": ""2026-07-31T11:21:00"", ""attention_tier"": ""SUPPRESSED"", ""availability"": ""AVAILABLE"", ""classification"": ""NEUTRAL"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 58.4782, ""quality_score"": 49.7674, ""range_penalty"": 52.2755, ""rank_position"": 13, ""rank_time"": ""2026-07-31T11:18:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 45.0, ""symbol"": ""MANAPPURAM"", ""total_score"": 18.4772, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""MANAPPURAM""}, ""barrier"": {""active"": false, ""barrier_price"": 372.8, ""barrier_type"": ""ORH"", ""candidates"": [{""price"": 372.8, ""type"": ""ORH""}, {""price"": 375.4, ""type"": ""SESSION_HIGH""}, {""price"": 381.55, ""type"": ""PDH""}], ""distance_atr"": 2.507786207070408, ""distance_pct"": 0.6479481641468775, ""distance_points"": 2.400000000000034, ""threshold_points"": 0.7408}, ""candidate_family"": ""REVERSAL"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""STRUCTURAL_REVERSAL"", ""day_path"": {""close_first"": 369.55, ""close_last"": 370.4, ""containment_ratio"": 0.625, ""episode_age_bars"": 9, ""midpoint_crossings"": 2, ""path_efficiency"": 0.22666666666666102, ""range_width_pct"": 0.528419483774809, ""sample_count"": 9, ""structure_flips"": 2, ""total_travel_points"": 3.749999999999943, ""total_travel_range_multiple"": 1.9230769230769051, ""vwap_crossings"": 0}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [""DIRECTIONAL_LEG_MATURE""], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""CURRENT_AUCTION_OBSERVATION"", ""high"": 370.0, ""inside_for_rule"": false, ""low"": 368.05, ""observation_accepted_range_high"": 370.0, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 368.05, ""outside_for_side"": true, ""reference_price"": 370.0, ""source_episode_id"": null, ""source_event_id"": null}, ""source_episode_id"": ""DIR:MANAPPURAM:2026-07-31:006:UP:111200"", ""source_event_id"": ""DIR:MANAPPURAM:2026-07-31:006:UP:111200:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:112100""}","[""ADVISOR_ALLOW""]",True,[],CAND:7316c4a2330c742a8803fe6c,598,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL"", ""AUTHORITATIVE_DIRECTIONAL_EVENT_GEOMETRY""]",REVERSAL,BUY,2026-07-31T11:21:00+05:30,DIR:MANAPPURAM:2026-07-31:006:UP:111200,DIR:MANAPPURAM:2026-07-31:006:UP:111200:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:112100,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,180.0,SUPPRESSED,AVAILABLE,NEUTRAL,UP,True,DIAGNOSTIC,58.4782,13,49.7674,52.2755,2026-07-31T11:18:00,"[""STOCK_RANK_AVAILABLE""]",45.0,18.4772,80,PERMIT,MANAPPURAM
ALLOW,2026-07-31T11:27:00,True,KALYANKJIL,"{""advisor_context"": {""as_of"": ""2026-07-31T11:27:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:27:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 180.0, ""as_of"": ""2026-07-31T11:27:00"", ""attention_tier"": ""SUPPRESSED"", ""availability"": ""AVAILABLE"", ""classification"": ""NEUTRAL"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 57.8839, ""quality_score"": 44.6327, ""range_penalty"": 55.3864, ""rank_position"": 28, ""rank_time"": ""2026-07-31T11:24:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 45.5837, ""symbol"": ""KALYANKJIL"", ""total_score"": 14.8194, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""KALYANKJIL""}, ""barrier"": {""active"": false, ""barrier_price"": 631.3234199073715, ""barrier_type"": ""EMA_REF"", ""candidates"": [{""price"": 631.3234199073715, ""type"": ""EMA_REF""}, {""price"": 632.2865049911679, ""type"": ""EMA_SLOW""}, {""price"": 638.4, ""type"": ""ORH""}, {""price"": 638.4, ""type"": ""SESSION_HIGH""}, {""price"": 648.95, ""type"": ""PDH""}], ""distance_atr"": 0.7714988441625431, ""distance_pct"": 0.2896616215046139, ""distance_points"": 1.8234199073715445, ""threshold_points"": 1.2590000000000001}, ""candidate_family"": ""BREAKOUT_INITIATION"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""BALANCE_ESCAPE_INITIATION"", ""day_path"": {""close_first"": 625.25, ""close_last"": 629.5, ""containment_ratio"": 0.9166666666666666, ""episode_age_bars"": 13, ""midpoint_crossings"": 3, ""path_efficiency"": 0.31365313653136634, ""range_width_pct"": 0.9505171931786486, ""sample_count"": 13, ""structure_flips"": 3, ""total_travel_points"": 13.549999999999955, ""total_travel_range_multiple"": 2.277310924369723, ""vwap_crossings"": 1}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [], ""prior_count_day"": 1, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""AUCTION_SOURCE_EPISODE"", ""high"": 628.95, ""inside_for_rule"": false, ""low"": 623.0, ""observation_accepted_range_high"": 628.95, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 623.0, ""outside_for_side"": true, ""reference_price"": 628.95, ""source_episode_id"": ""BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100"", ""source_event_id"": ""BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100:BALANCE_ESCAPE_STARTED:112700""}, ""source_episode_id"": ""BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100"", ""source_event_id"": ""BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100:BALANCE_ESCAPE_STARTED:112700""}","[""ADVISOR_ALLOW""]",True,[],CAND:4a3872010c190995b2d63ff8,625,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED"", ""BALANCE_MEASURED_MOVE_REFERENCE""]",BREAKOUT_INITIATION,BUY,2026-07-31T11:27:00+05:30,BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100,BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100:BALANCE_ESCAPE_STARTED:112700,BALANCE_ESCAPE_STARTED,180.0,SUPPRESSED,AVAILABLE,NEUTRAL,UP,True,DIAGNOSTIC,57.8839,28,44.6327,55.3864,2026-07-31T11:24:00,"[""STOCK_RANK_AVAILABLE""]",45.5837,14.8194,80,PERMIT,KALYANKJIL
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,628,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED""]",BREAKOUT_INITIATION,SELL,2026-07-31T11:27:00+05:30,BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100,BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_STARTED:112700,BALANCE_ESCAPE_STARTED,,,,,,,,,,,,,,,,,PERMIT,POWERINDIA
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,639,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""OUTSIDE_ACCEPTANCE_CONFIRMED""]",ACCEPTED_BREAKOUT,BUY,2026-07-31T11:30:00+05:30,BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100,BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100:BALANCE_ESCAPE_ACCEPTED:113000,BALANCE_ESCAPE_ACCEPTED,,,,,,,,,,,,,,,,,PERMIT,KALYANKJIL
ALLOW,2026-07-31T11:30:00,True,POWERINDIA,"{""advisor_context"": {""as_of"": ""2026-07-31T11:30:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:30:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 0.0, ""as_of"": ""2026-07-31T11:30:00"", ""attention_tier"": ""SUPPRESSED"", ""availability"": ""AVAILABLE"", ""classification"": ""RANGE_BOUND"", ""direction"": ""DOWN"", ""fresh"": true, ""movement_score"": 65.8866, ""quality_score"": 61.0541, ""range_penalty"": 83.9528, ""rank_position"": 21, ""rank_time"": ""2026-07-31T11:30:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 19.9345, ""symbol"": ""POWERINDIA"", ""total_score"": 17.4768, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""POWERINDIA""}, ""barrier"": {""active"": false, ""barrier_price"": 32750.0, ""barrier_type"": ""ORH"", ""candidates"": [{""price"": 32750.0, ""type"": ""ORH""}, {""price"": 32750.0, ""type"": ""SESSION_HIGH""}], ""distance_atr"": 4.380995614815758, ""distance_pct"": 1.1426806670784435, ""distance_points"": 370.0, ""threshold_points"": 64.76}, ""candidate_family"": ""FAILED_BREAKOUT"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""FAILED_BALANCE_ESCAPE"", ""day_path"": {""close_first"": 32400.0, ""close_last"": 32380.0, ""containment_ratio"": 0.96875, ""episode_age_bars"": 34, ""midpoint_crossings"": 10, ""path_efficiency"": 0.017094017094017096, ""range_width_pct"": 0.5541018931814684, ""sample_count"": 34, ""structure_flips"": 4, ""total_travel_points"": 1170.0, ""total_travel_range_multiple"": 6.5, ""vwap_crossings"": 6}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [""FAILED_BALANCE_ESCAPE"", ""BALANCE_REARM_REQUIRED""], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""CURRENT_AUCTION_OBSERVATION"", ""high"": 32575.0, ""inside_for_rule"": false, ""low"": 32395.0, ""observation_accepted_range_high"": 32575.0, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 32395.0, ""outside_for_side"": false, ""reference_price"": 32575.0, ""source_episode_id"": null, ""source_event_id"": null}, ""source_episode_id"": ""BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100"", ""source_event_id"": ""BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_FAILED:113000""}","[""ADVISOR_ALLOW""]",True,[],CAND:dc1ab160fa1ee75a10189da6,642,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""ESCAPE_FAILED_BACK_INSIDE_FROZEN_BALANCE"", ""BALANCE_REARM_REQUIRED_AFTER_FAILED_ESCAPE"", ""FAILED_ESCAPE_TO_OPPOSITE_RANGE_EDGE""]",FAILED_BREAKOUT,BUY,2026-07-31T11:30:00+05:30,BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100,BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_FAILED:113000,BALANCE_ESCAPE_FAILED,0.0,SUPPRESSED,AVAILABLE,RANGE_BOUND,DOWN,True,DIAGNOSTIC,65.8866,21,61.0541,83.9528,2026-07-31T11:30:00,"[""STOCK_RANK_AVAILABLE""]",19.9345,17.4768,80,PERMIT,POWERINDIA
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,672,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T11:36:00+05:30,DIR:TORNTPHARM:2026-07-31:002:UP:105700,DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_TREND_RESTORED:113600,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,TORNTPHARM
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,716,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T11:48:00+05:30,DIR:CHOLAFIN:2026-07-31:003:UP:104500,DIR:CHOLAFIN:2026-07-31:003:UP:104500:DIRECTIONAL_TREND_RESTORED:114800,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,CHOLAFIN
