auction_exhaustion_reason_codes,auction_exhaustion_started_at,baseline_delay_minutes,baseline_first_same_side_signal_price,baseline_first_same_side_signal_setup,baseline_first_same_side_signal_time,baseline_signal_id,completed_time,completion_reason,confirmation_displacement_atr,confirmation_price,confirmation_reason,confirmation_time,continuation_unlocked_time,episode_id,exhausted_side,expires_at,extreme_time,failure_candidate_time,final_pre_confirmation_extreme,gap_pct,initial_extreme,initial_room_qualified,initial_vwap_room_atr,initial_vwap_room_pct,initial_vwap_room_points,initiation_atr,initiation_close,initiation_reason_codes,initiation_time,initiation_vwap,large_gap,mae_atr,mae_pct,mae_points,maturity_qualified,maturity_reason_source,mfe_atr,mfe_pct,mfe_points,move_20_bars_pct,move_3_bars_pct,move_6_bars_pct,move_9_bars_pct,reversal_failed_time,reversal_side,sequence_number,stock_context_reason_codes,symbol
PRIOR_MOVE_EXTENDED|PROGRESS_DECAY|REJECTION_OR_FAILED_EXTREME,2026-07-27 11:48:00,84.0,1444.0,REVERSAL,2026-07-27 13:48:00,d16305bf-7cd6-50cc-906c-7b6c52d04ffc,2026-07-27 14:03:00,CONFIRMED_EXPIRED_UNFAILED,1.4088176723896213,1439.4,HIGHER_LOW_AND_LOCAL_RESISTANCE_BREAK,2026-07-27 12:24:00,,EXPERIMENT_V2_1:NESTLEIND:4:2026-07-27T12:00:00:DOWN,DOWN,2026-07-27 14:00:00,2026-07-27 12:18:00,2026-07-27 12:39:00,1436.8,0.4930213179640398,1437.2,True,4.335159443630649,0.0055376124108903425,7.958656556931601,1.8358394103877096,1438.6,PRIOR_MOVE_EXTENDED|PROGRESS_DECAY|REJECTION_OR_FAILED_EXTREME,2026-07-27 12:00:00,1445.1586565569316,False,1.85201384214867,0.002362095317493463,3.400000000000091,True,AUCTION_STATE_MEMORY,4.7934475914434636,0.006113658468806415,8.799999999999955,-0.0007642073086009006,0.0005557871335278272,-0.0001389467833819963,6.947339169091916e-05,,BUY,4,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,NESTLEIND
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 09:36:00,,,,,,2026-07-27 11:39:00,CONFIRMED_EXPIRED_UNFAILED,1.432289606942284,11110.0,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 09:51:00,,EXPERIMENT_V2_1:OFSS:1:2026-07-27T09:36:00:UP,UP,2026-07-27 11:36:00,2026-07-27 09:36:00,,11189.0,1.3195098963242224,11189.0,True,2.9903858441458073,0.01604428803799016,179.5195388570719,60.0322326995067,11120.0,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 09:36:00,11009.480461142928,True,0.9994630767829669,0.0054005400540054005,60.0,True,AUCTION_STATE_MEMORY,2.3320805124935893,0.012601260126012601,140.0,0.007290729072907291,0.006120612061206121,0.00801080108010801,0.0058505850585058505,,SELL,1,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,OFSS
PRIOR_MOVE_EXTENDED|PROGRESS_DECAY,2026-07-27 09:33:00,111.0,242.66,REVERSAL,2026-07-27 11:39:00,381ebda9-6432-51fc-b370-714e259ef960,2026-07-27 10:21:00,REVERSAL_FAILED_WITH_ACCEPTANCE,0.9872639382912775,243.0,HIGHER_LOW_AND_LOCAL_RESISTANCE_BREAK,2026-07-27 09:48:00,2026-07-27 10:21:00,EXPERIMENT_V2_1:ONGC:2:2026-07-27T09:36:00:DOWN,DOWN,2026-07-27 11:36:00,2026-07-27 09:45:00,2026-07-27 10:15:00,242.4,-0.4176706827309205,242.97,True,1.8733060636223722,0.005113522359028512,1.2424325275731576,0.663229864942994,243.0,PRIOR_MOVE_EXTENDED|PROGRESS_DECAY,2026-07-27 09:36:00,244.21243252757316,False,7.327776170661044,0.020000000000000056,4.860000000000014,True,AUCTION_STATE_MEMORY,0.31663230367055006,0.0008641975308642303,0.21000000000000796,-0.0037037037037037273,-0.0005761316872427422,-0.0010699588477365882,-0.002427983539094664,2026-07-27 10:21:00,BUY,2,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,ONGC
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:42:00,,,,,,2026-07-27 12:09:00,REVERSAL_FAILED_WITH_ACCEPTANCE,0.8539981764868104,241.92,HIGHER_LOW_AND_LOCAL_RESISTANCE_BREAK,2026-07-27 11:09:00,2026-07-27 12:09:00,EXPERIMENT_V2_1:ONGC:3:2026-07-27T10:45:00:DOWN,DOWN,2026-07-27 12:45:00,2026-07-27 10:57:00,2026-07-27 12:06:00,241.71,-0.4176706827309205,242.16,True,3.991702862685593,0.005274065367171743,1.2771676693143093,0.31995559620763925,242.16,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:45:00,243.4371676693143,False,11.814139351845942,0.015625000000000007,3.780000000000001,True,AUCTION_STATE_MEMORY,3.3754683862417356,0.004464285714285766,1.0800000000000125,-0.0024801587301587066,0.0015707671957672946,0.0031415343915344716,0.0035548941798942365,2026-07-27 12:09:00,BUY,3,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,ONGC
PRIOR_MOVE_EXTENDED|PROGRESS_DECAY,2026-07-27 12:09:00,,,,,,2026-07-27 13:18:00,REVERSAL_FAILED_WITH_ACCEPTANCE,1.1368637182404187,241.34,HIGHER_LOW_AND_LOCAL_RESISTANCE_BREAK,2026-07-27 12:48:00,2026-07-27 13:18:00,EXPERIMENT_V2_1:ONGC:4:2026-07-27T12:24:00:DOWN,DOWN,2026-07-27 14:24:00,2026-07-27 12:45:00,2026-07-27 12:57:00,241.09,-0.4176706827309205,241.4,True,5.573158538977211,0.006368359897387258,1.537322079229284,0.27584395248720384,241.4,PRIOR_MOVE_EXTENDED|PROGRESS_DECAY,2026-07-27 12:24:00,242.9373220792293,False,11.600761847945398,0.013259302229220258,3.200000000000017,True,AUCTION_STATE_MEMORY,0.39877618852306734,0.00045578851412938267,0.10999999999998522,-0.005676638766884912,-0.0012430595839894396,-0.0002900472362641633,-0.0017817187370514909,2026-07-27 13:18:00,BUY,4,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,ONGC
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 13:21:00,,,,,,2026-07-27 14:30:00,REVERSAL_FAILED_WITH_ACCEPTANCE,1.088032991906154,239.88,HIGHER_LOW_AND_LOCAL_RESISTANCE_BREAK,2026-07-27 14:24:00,2026-07-27 14:30:00,EXPERIMENT_V2_1:ONGC:5:2026-07-27T13:30:00:DOWN,DOWN,2026-07-27 15:30:00,2026-07-27 14:21:00,2026-07-27 14:27:00,239.7,-0.4176706827309205,240.03,True,8.604107054731896,0.009927847224709076,2.3829811693469196,0.2769585680638853,240.11,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 13:30:00,242.41298116934692,False,6.282528149115242,0.007253626813406741,1.740000000000009,True,AUCTION_STATE_MEMORY,0.21663890169363612,0.0002501250625312751,0.060000000000002274,-0.005544438886109655,-0.0005836251459062296,-0.002459563114890793,-0.0036685009171252103,2026-07-27 14:30:00,BUY,5,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,ONGC
PRIOR_MOVE_EXTENDED|PROGRESS_DECAY|REJECTION_OR_FAILED_EXTREME,2026-07-27 14:24:00,,,,,,,,,,,,,EXPERIMENT_V2_1:ONGC:6:2026-07-27T14:42:00:DOWN,DOWN,2026-07-27 16:42:00,2026-07-27 15:18:00,,238.2,-0.4176706827309205,239.2,True,10.035321470988986,0.011031273480105023,2.638680616441121,0.2629393212832551,239.29,PRIOR_MOVE_EXTENDED|PROGRESS_DECAY|REJECTION_OR_FAILED_EXTREME,2026-07-27 14:42:00,241.8386806164411,False,,,,True,AUCTION_STATE_MEMORY,,,,,,,,,BUY,6,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,ONGC
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 09:33:00,51.0,5246.1,REVERSAL,2026-07-27 10:45:00,584da7ab-66ca-56ca-8b70-2d0eb6d6d380,2026-07-27 11:36:00,CONFIRMED_EXPIRED_UNFAILED,1.9289042813820996,5300.0,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 09:54:00,,EXPERIMENT_V2_1:PERSISTENT:1:2026-07-27T09:33:00:UP,UP,2026-07-27 11:33:00,2026-07-27 09:51:00,,5339.5,1.0529355149181872,5323.9,True,1.9607165067615835,0.0076325207945789975,40.63477745825912,20.72445318745928,5308.0,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 09:33:00,5283.2652225417405,True,1.4041383739672935,0.005490566037735917,29.100000000000364,True,AUCTION_STATE_MEMORY,2.846878490174202,0.011132075471698113,59.0,0.005924528301886724,0.004773584905660412,0.0032264150943396913,0.004113207547169846,,SELL,1,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PERSISTENT
CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:36:00,,,,,,2026-07-27 12:39:00,CONFIRMED_EXPIRED_UNFAILED,2.2245301381749925,1608.9,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 10:42:00,,EXPERIMENT_V2_1:PIDILITIND:13:2026-07-27T10:36:00:UP,UP,2026-07-27 12:36:00,2026-07-27 10:39:00,2026-07-27 10:57:00,1619.0,0.9032504293620027,1618.5,True,4.234492222113289,0.01132745866590732,18.333491850770997,4.329560875098593,1615.7,CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:36:00,1600.166508149229,False,3.11809913047881,0.008390826030206973,13.5,True,AUCTION_STATE_MEMORY,1.1317544992108484,0.003045559077630736,4.900000000000091,-0.0010566225371370613,-0.0027347877431784843,-0.005220958418795365,-0.004226490148548669,,SELL,13,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PIDILITIND
CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:27:00,48.0,1074.5,REVERSAL,2026-07-27 11:36:00,f4e9f162-6ce9-50c4-b006-6b2dab6a00ce,2026-07-27 12:30:00,CONFIRMED_EXPIRED_UNFAILED,1.6892458266814845,1058.8,HIGHER_LOW_AND_LOCAL_RESISTANCE_BREAK,2026-07-27 10:48:00,,EXPERIMENT_V2_1:PNBHOUSING:8:2026-07-27T10:27:00:DOWN,DOWN,2026-07-27 12:27:00,2026-07-27 10:45:00,,1053.9,0.8384361752237486,1059.1,True,2.533848708789199,0.006238013387615785,6.606679978823877,2.6073695544280864,1060.6,CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:27:00,1065.7066799788238,False,1.4574075215177795,0.003588968643747596,3.7999999999999545,True,AUCTION_STATE_MEMORY,10.240205480138222,0.025217227049490032,26.700000000000045,0.01907820173781644,0.0026445032111824278,0.005761239138647655,0.01095579901775608,,BUY,8,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PNBHOUSING
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 12:42:00,51.0,1070.2,REVERSAL,2026-07-27 13:39:00,2535fbba-05ad-5fce-8e25-82c4efa5dd4f,2026-07-27 14:45:00,CONFIRMED_EXPIRED_UNFAILED,2.187192241884801,1072.3,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 12:48:00,,EXPERIMENT_V2_1:PNBHOUSING:9:2026-07-27T12:42:00:UP,UP,2026-07-27 14:42:00,2026-07-27 12:45:00,,1078.2,0.8384361752237486,1078.0,True,3.9045310047969237,0.00921394014653152,9.932627477960978,2.5438720977649343,1076.7,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 12:42:00,1068.067372522039,False,4.127566008222419,0.009792035810873822,10.5,True,AUCTION_STATE_MEMORY,1.257924878696374,0.002984239485218731,3.2000000000000455,0.00289098200130552,-0.0009325748391308403,0.0,-0.0010258323230440515,,SELL,9,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PNBHOUSING
CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 15:00:00,,,,,,,,2.0425319075172963,1078.8,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 15:12:00,,EXPERIMENT_V2_1:PNBHOUSING:10:2026-07-27T15:03:00:UP,UP,2026-07-27 17:03:00,2026-07-27 15:06:00,,1082.8,0.8384361752237486,1080.0,True,5.6927968195323775,0.009713096839272515,10.490144586414317,1.8427048986575296,1079.3,CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 15:03:00,1069.5098554135857,False,1.031092933754234,0.0017612161661105775,1.900000000000091,True,AUCTION_STATE_MEMORY,2.007917818363437,0.0034297367445310025,3.7000000000000455,,0.0022246941045604967,,,,SELL,10,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PNBHOUSING
CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:15:00,,,,,,2026-07-27 12:18:00,CONFIRMED_EXPIRED_UNFAILED,1.1298436671332104,1556.0,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 11:03:00,,EXPERIMENT_V2_1:POLICYBZR:1:2026-07-27T10:15:00:UP,UP,2026-07-27 12:15:00,2026-07-27 10:57:00,,1558.9,0.2669270833333274,1553.8,True,2.3332666101278114,0.0062326626655741105,9.684311249769053,4.15053779440943,1552.0,CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:15:00,1544.115688750231,False,0.19274610655937532,0.0005141388174806906,0.7999999999999545,True,AUCTION_STATE_MEMORY,2.1683936987930954,0.005784061696658098,9.0,0.0020565552699229085,0.0014138817480720087,0.0012853470437017994,0.001221079691516768,,SELL,1,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,POLICYBZR
CURRENT_LEG_MATURE,2026-07-27 10:51:00,,,,,,2026-07-27 11:33:00,REVERSAL_FAILED_WITH_ACCEPTANCE,1.2683566807763378,31455.0,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 11:24:00,2026-07-27 11:33:00,EXPERIMENT_V2_1:POWERINDIA:16:2026-07-27T10:51:00:UP,UP,2026-07-27 12:51:00,2026-07-27 11:18:00,2026-07-27 11:30:00,31540.0,0.3852327447833066,31335.0,True,2.6176140781480197,0.006571122337237897,205.9061184373495,78.66175543456335,31335.0,CURRENT_LEG_MATURE,2026-07-27 10:51:00,31129.09388156265,False,3.8137974209024885,0.009537434430138292,300.0,True,AUCTION_STATE_MEMORY,0.38137974209024883,0.0009537434430138292,30.0,0.0,-0.005881417898585281,-0.003814973772055317,-0.004450802734064537,2026-07-27 11:33:00,SELL,16,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,POWERINDIA
CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED,2026-07-27 11:27:00,,,,,,2026-07-27 13:48:00,CONFIRMED_EXPIRED_UNFAILED,1.2298715370395217,31540.0,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 11:48:00,,EXPERIMENT_V2_1:POWERINDIA:17:2026-07-27T11:45:00:UP,UP,2026-07-27 13:45:00,2026-07-27 11:45:00,2026-07-27 12:39:00,31630.0,0.3852327447833066,31630.0,True,5.89339187678962,0.01296373138828431,410.04282381143275,69.57671106622566,31610.0,CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED,2026-07-27 11:45:00,31219.957176188567,False,3.0901144464180716,0.006816740646797717,215.0,True,AUCTION_STATE_MEMORY,1.6528519132003638,0.003646163601775523,115.0,-0.002060875079264426,-0.0009511731135066582,0.0028535193405199747,0.0019023462270133164,,SELL,17,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,POWERINDIA
PRIOR_MOVE_EXTENDED,2026-07-27 14:27:00,,,,,,,,2.243831056549274,31610.0,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 14:33:00,,EXPERIMENT_V2_1:POWERINDIA:24:2026-07-27T14:27:00:UP,UP,2026-07-27 16:27:00,2026-07-27 14:27:00,,31725.0,0.3852327447833066,31725.0,True,7.05358218135046,0.011327671999820401,359.3703941943022,50.94863644524776,31685.0,PRIOR_MOVE_EXTENDED,2026-07-27 14:27:00,31365.629605805698,False,1.1776566398293964,0.0018981335020563112,60.0,True,AUCTION_STATE_MEMORY,2.15903717302056,0.0034799114204365706,110.0,,-0.0007908889591901297,0.0012654223347042075,0.002056311293894337,,SELL,24,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,POWERINDIA
PRIOR_MOVE_EXTENDED,2026-07-27 09:33:00,,,,,,2026-07-27 11:45:00,CONFIRMED_EXPIRED_UNFAILED,0.9120774132330953,1020.4,LOCAL_RESISTANCE_BREAK_AFTER_EXHAUSTION,2026-07-27 09:51:00,,EXPERIMENT_V2_1:PREMIERENE:4:2026-07-27T09:42:00:DOWN,DOWN,2026-07-27 11:42:00,2026-07-27 09:42:00,,1017.7,1.2875958325142542,1017.7,True,1.7082975619184657,0.005717504808924031,5.818704644041986,3.4061423336034147,1018.8,PRIOR_MOVE_EXTENDED,2026-07-27 09:42:00,1023.518704644042,True,0.4110221660992346,0.0013720109760877864,1.3999999999999773,True,AUCTION_STATE_MEMORY,6.546995931437935,0.021854174833398736,22.300000000000068,0.0032340258722070446,0.0010780086240690149,0.0011760094080753092,0.0017640141121129638,,BUY,4,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PREMIERENE
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 12:03:00,,,,,,2026-07-27 12:51:00,REVERSAL_FAILED_WITH_ACCEPTANCE,0.7177007753737045,1032.1,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 12:12:00,2026-07-27 12:51:00,EXPERIMENT_V2_1:PREMIERENE:5:2026-07-27T12:03:00:UP,UP,2026-07-27 14:03:00,2026-07-27 12:03:00,2026-07-27 12:30:00,1033.5,1.2875958325142542,1033.5,True,3.205376347738313,0.0066735376116793714,6.89710112167063,2.1517289620412803,1032.6,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 12:03:00,1026.6028988783294,True,4.926271006709059,0.010270322643154866,10.600000000000136,True,AUCTION_STATE_MEMORY,0.5112168025829668,0.0010657881988178559,1.099999999999909,-0.002712915415173125,9.688983625608861e-05,0.0,-0.0003875593450247951,2026-07-27 12:51:00,SELL,5,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PREMIERENE
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 13:03:00,,,,,,2026-07-27 13:57:00,REVERSAL_FAILED_WITH_ACCEPTANCE,0.7459746659355844,1034.4,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 13:06:00,2026-07-27 13:57:00,EXPERIMENT_V2_1:PREMIERENE:6:2026-07-27T13:03:00:UP,UP,2026-07-27 15:03:00,2026-07-27 13:03:00,2026-07-27 13:54:00,1035.5,1.2875958325142542,1035.5,True,5.294653820580785,0.007883723494405052,8.163595678456431,1.5418563621145196,1035.0,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 13:03:00,1027.3364043215436,True,5.383121413863247,0.008023975251353397,8.299999999999955,True,AUCTION_STATE_MEMORY,0.9079963830613345,0.0013534416086621141,1.400000000000091,-0.0017401392111368469,-0.00048337200309358076,-0.000580046403712209,0.0012567672080434859,2026-07-27 13:57:00,SELL,6,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_INSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PREMIERENE
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 14:09:00,,,,,,2026-07-27 14:57:00,REVERSAL_FAILED_WITH_ACCEPTANCE,1.272048777960213,1036.4,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 14:36:00,2026-07-27 14:57:00,EXPERIMENT_V2_1:PREMIERENE:7:2026-07-27T14:09:00:UP,UP,2026-07-27 16:09:00,2026-07-27 14:15:00,2026-07-27 14:54:00,1038.0,1.2875958325142542,1037.2,True,6.474305343812122,0.008303921691942141,8.612827578882388,1.330309140750394,1036.3,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 14:09:00,1028.5871724211177,True,4.735741345388548,0.006078734079505938,6.2999999999999545,True,AUCTION_STATE_MEMORY,0.0,0.0,0.0,,-0.00019297568506350645,-0.0037630258587416665,-0.005113855654187528,2026-07-27 14:57:00,SELL,7,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PREMIERENE
CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 09:54:00,,,,,,2026-07-27 10:15:00,REVERSAL_FAILED_WITH_ACCEPTANCE,0.7685612852292387,1629.8,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 10:00:00,2026-07-27 10:15:00,EXPERIMENT_V2_1:PRESTIGE:1:2026-07-27T09:54:00:UP,UP,2026-07-27 11:54:00,2026-07-27 09:57:00,2026-07-27 10:06:00,1634.0,0.5,1633.9,True,2.1401983513091545,0.007725078628955296,12.622005971850058,5.897586998947647,1633.4,CURRENT_LEG_MATURE|PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 09:54:00,1621.27799402815,False,3.3912174595421414,0.012271444348999877,20.0,True,AUCTION_STATE_MEMORY,0.033912174595429126,0.0001227144434900267,0.20000000000004547,-0.0014112161001349581,-0.0011044299914099612,-0.0028224322002700555,-0.0074855810528899535,2026-07-27 10:15:00,SELL,1,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PRESTIGE
PRIOR_MOVE_EXTENDED,2026-07-27 10:15:00,,,,,,2026-07-27 12:27:00,REVERSAL_FAILED_WITH_ACCEPTANCE,2.308562991964018,1632.0,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 10:33:00,2026-07-27 12:27:00,EXPERIMENT_V2_1:PRESTIGE:2:2026-07-27T10:27:00:UP,UP,2026-07-27 12:27:00,2026-07-27 10:30:00,2026-07-27 12:24:00,1643.9,0.5,1642.6,True,2.9676041869836394,0.008883861698801414,14.592631226451203,4.91731049931008,1642.0,PRIOR_MOVE_EXTENDED,2026-07-27 10:27:00,1628.0073687735487,False,3.6198649653092625,0.010906862745098011,17.799999999999955,True,AUCTION_STATE_MEMORY,0.40672640059654736,0.0012254901960784314,2.0,-0.001593137254901905,-0.001838235294117647,-0.002389705882352997,-6.127450980386584e-05,2026-07-27 12:27:00,SELL,2,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,PRESTIGE
PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:30:00,,,,,,2026-07-27 12:45:00,CONFIRMED_EXPIRED_UNFAILED,1.1601103786398084,4187.7,LOWER_HIGH_AND_LOCAL_SUPPORT_BREAK,2026-07-27 11:03:00,,EXPERIMENT_V2_1:RADICO:18:2026-07-27T10:42:00:UP,UP,2026-07-27 12:42:00,2026-07-27 10:54:00,,4201.0,0.33787068546425947,4178.5,True,2.4733722533617084,0.007270341165186383,30.3791205587313,12.282470023443183,4175.5,PRIOR_MOVE_EXTENDED|REJECTION_OR_FAILED_EXTREME,2026-07-27 10:42:00,4148.120879441269,False,0.43150929657342785,0.0012656111946892524,5.300000000000182,True,AUCTION_STATE_MEMORY,4.2418178021650155,0.01244119683835983,52.099999999999454,0.00900255510184584,0.001862597607278502,0.0037490746710604436,0.00733099314659594,,SELL,18,STOCK_CONTEXT_OBJECTIVE_SESSION_PATH|ACCEPTED_RANGE_PRESENT|PRICE_OUTSIDE_ACCEPTED_RANGE|EXHAUSTION_CONTEXT_ACTIVE,RADICO
