status,run_id,trading_day,rank_time,requested_symbols,cadence_coverage,ranked_symbols,missing_symbols,failed_symbols,priority_count,secondary_count,suppressed_count,range_bound_count,moving_count,developing_count,persisted
COMPLETED,STOCK_RANK:20260805T114200,2026-08-05,2026-08-05 11:42:00,100,100,100,[],{},12,8,80,43,12,13,True
COMPLETED,STOCK_RANK:20260805T114800,2026-08-05,2026-08-05 11:48:00,100,100,100,[],{},14,3,83,41,14,7,True
COMPLETED,STOCK_RANK:20260805T115400,2026-08-05,2026-08-05 11:54:00,100,100,100,[],{},17,7,76,41,17,7,True
COMPLETED,STOCK_RANK:20260805T120000,2026-08-05,2026-08-05 12:00:00,100,100,100,[],{},12,7,81,42,12,11,True
COMPLETED,STOCK_RANK:20260805T120600,2026-08-05,2026-08-05 12:06:00,100,100,100,[],{},5,5,90,50,5,8,True
COMPLETED,STOCK_RANK:20260805T121200,2026-08-05,2026-08-05 12:12:00,100,100,100,[],{},6,4,90,42,6,11,True
COMPLETED,STOCK_RANK:20260805T121800,2026-08-05,2026-08-05 12:18:00,100,100,100,[],{},6,6,88,48,6,10,True
COMPLETED,STOCK_RANK:20260805T122400,2026-08-05,2026-08-05 12:24:00,100,100,100,[],{},13,3,84,52,13,6,True
COMPLETED,STOCK_RANK:20260805T123000,2026-08-05,2026-08-05 12:30:00,100,100,100,[],{},15,4,81,50,15,4,True
COMPLETED,STOCK_RANK:20260805T123600,2026-08-05,2026-08-05 12:36:00,100,100,100,[],{},17,8,75,46,17,9,True
COMPLETED,STOCK_RANK:20260805T124200,2026-08-05,2026-08-05 12:42:00,100,100,100,[],{},6,4,90,53,6,8,True
COMPLETED,STOCK_RANK:20260805T124800,2026-08-05,2026-08-05 12:48:00,100,100,100,[],{},7,6,87,52,7,6,True
COMPLETED,STOCK_RANK:20260805T125400,2026-08-05,2026-08-05 12:54:00,100,100,100,[],{},15,6,79,45,15,7,True
COMPLETED,STOCK_RANK:20260805T130000,2026-08-05,2026-08-05 13:00:00,100,100,100,[],{},12,7,81,49,12,11,True
COMPLETED,STOCK_RANK:20260805T130600,2026-08-05,2026-08-05 13:06:00,100,100,100,[],{},7,6,87,49,7,9,True
COMPLETED,STOCK_RANK:20260805T131200,2026-08-05,2026-08-05 13:12:00,100,100,100,[],{},10,3,87,48,10,5,True
COMPLETED,STOCK_RANK:20260805T131800,2026-08-05,2026-08-05 13:18:00,100,100,100,[],{},9,2,89,57,9,4,True
COMPLETED,STOCK_RANK:20260805T132400,2026-08-05,2026-08-05 13:24:00,100,93,93,"[""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},9,3,81,49,9,3,True
COMPLETED,STOCK_RANK:20260805T133000,2026-08-05,2026-08-05 13:30:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},9,2,79,44,9,5,True
COMPLETED,STOCK_RANK:20260805T133600,2026-08-05,2026-08-05 13:36:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},7,2,81,48,7,5,True
COMPLETED,STOCK_RANK:20260805T134200,2026-08-05,2026-08-05 13:42:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},20,6,64,39,25,7,True
COMPLETED,STOCK_RANK:20260805T134800,2026-08-05,2026-08-05 13:48:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},7,5,78,42,7,11,True
COMPLETED,STOCK_RANK:20260805T135400,2026-08-05,2026-08-05 13:54:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},8,3,79,41,8,5,True
COMPLETED,STOCK_RANK:20260805T140000,2026-08-05,2026-08-05 14:00:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},11,5,74,36,11,7,True
COMPLETED,STOCK_RANK:20260805T140600,2026-08-05,2026-08-05 14:06:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},7,5,78,38,7,6,True
COMPLETED,STOCK_RANK:20260805T141200,2026-08-05,2026-08-05 14:12:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},8,3,79,41,8,5,True
COMPLETED,STOCK_RANK:20260805T141800,2026-08-05,2026-08-05 14:18:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},17,3,70,43,17,4,True
COMPLETED,STOCK_RANK:20260805T142400,2026-08-05,2026-08-05 14:24:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},17,9,64,36,17,11,True
COMPLETED,STOCK_RANK:20260805T143000,2026-08-05,2026-08-05 14:30:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},12,5,73,41,12,9,True
COMPLETED,STOCK_RANK:20260805T143600,2026-08-05,2026-08-05 14:36:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},11,4,75,46,11,5,True
COMPLETED,STOCK_RANK:20260805T144200,2026-08-05,2026-08-05 14:42:00,100,90,90,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK"", ""KPITTECH"", ""LAURUSLABS"", ""LODHA"", ""LTF"", ""LTM"", ""M&M"", ""MANAPPURAM""]",{},13,6,71,46,13,8,True
COMPLETED,STOCK_RANK:20260805T144800,2026-08-05,2026-08-05 14:48:00,100,97,97,"[""JUBLFOOD"", ""KALYANKJIL"", ""KOTAKBANK""]",{},10,2,85,46,10,5,True
COMPLETED,STOCK_RANK:20260805T145400,2026-08-05,2026-08-05 14:54:00,100,100,100,[],{},10,2,88,50,10,3,True
COMPLETED,STOCK_RANK:20260805T150000,2026-08-05,2026-08-05 15:00:00,100,100,100,[],{},14,3,83,51,14,4,True
COMPLETED,STOCK_RANK:20260805T150600,2026-08-05,2026-08-05 15:06:00,100,100,100,[],{},12,5,83,48,12,9,True
COMPLETED,STOCK_RANK:20260805T151200,2026-08-05,2026-08-05 15:12:00,100,100,100,[],{},16,6,78,47,16,9,True
