run_id,trading_day,rank_time,symbol,rank_position,universe_size,direction,classification,attention_tier,total_score,movement_score,quality_score,range_penalty,stall_penalty,close_price,previous_close,today_open,gap_pct,session_move_pct,post_open_move_pct,move_15m_pct,move_30m_pct,move_60m_pct,move_15m_atr,move_30m_atr,move_60m_atr,atr_value,atr_pct,directional_efficiency,recent_efficiency,direction_consistency,acceleration_score,volume_ratio,freshness_score,bars_since_extreme,range_active,range_episode_id,range_id,range_age_bars,range_width_pct,containment_ratio,midpoint_crossings,vwap_crossings,failed_escape_count,rearm_required,attempt_limit_reached
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,DLF,1,100,UP,MOVING_UP,PRIORITY,91.0921,97.1979,93.8149,10.1818,0.0,663.75,646.6,651.15,0.703681,1.935038,1.935038,1.304945,1.935038,1.935038,3.580649,5.276746,5.276746,2.387835,0.359749,0.965909,0.965909,1.0,0.678571,2.431251,1.0,0,True,,ORB:2026-08-05,6,2.382674,,1,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,TRENT,2,100,UP,MOVING_UP,PRIORITY,90.7429,91.0613,100.0,6.0,0.0,3127.7,3077.0,3107.3,0.984725,0.656519,0.656519,0.893548,0.656519,0.656519,3.205912,2.361033,2.361033,8.640286,0.27625,1.0,1.0,1.0,1.0,1.976318,1.0,0,True,,ORB:2026-08-05,6,1.222955,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,BANKBARODA,3,100,UP,MOVING_UP,PRIORITY,84.7144,90.9081,92.9849,10.821,5.625,249.54,246.18,247.5,0.536193,0.824242,0.824242,0.702179,0.824242,0.824242,2.979586,3.493307,3.493307,0.583974,0.23402,0.957895,0.957895,1.0,0.852941,2.565527,0.875,1,True,,ORB:2026-08-05,6,1.15579,,1,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,TVSMOTOR,4,100,UP,MOVING_UP,PRIORITY,82.5073,85.9102,95.3652,12.4787,0.0,4424.5,4362.0,4398.0,0.825309,0.602547,0.602547,0.804247,0.602547,0.602547,3.638223,2.731244,2.731244,9.702538,0.219291,0.884131,0.884131,1.0,1.0,1.44129,1.0,0,True,,ORB:2026-08-05,6,1.138952,,1,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,PREMIERENE,5,100,DOWN,MOVING_DOWN,PRIORITY,81.3561,84.172,97.8947,13.8656,0.0,1035.5,1038.9,1041.9,0.288767,-0.614262,-0.614262,-0.690515,-0.614262,-0.614262,-2.924955,-2.59996,-2.59996,2.461576,0.237719,0.947368,0.947368,1.0,1.0,0.67197,1.0,0,True,,ORB:2026-08-05,6,0.894188,,1,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,360ONE,6,100,UP,MOVING_UP,PRIORITY,80.3005,84.4231,95.0685,14.6324,0.0,1181.0,1157.3,1174.0,1.443014,0.596252,0.596252,1.078398,0.596252,0.596252,3.302241,1.834578,1.834578,3.815591,0.323081,0.876712,0.876712,1.0,1.0,1.129872,1.0,0,True,,ORB:2026-08-05,6,1.374482,,1,1,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,HYUNDAI,7,100,UP,MOVING_UP,PRIORITY,78.7636,76.5895,100.0,8.5425,2.3113,2218.3,2220.1,2213.0,-0.319805,0.239494,0.239494,0.466486,0.239494,0.239494,1.785453,0.918728,0.918728,5.768843,0.260057,1.0,1.0,1.0,1.0,0.621125,1.0,0,True,,ORB:2026-08-05,6,0.965308,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,SRF,8,100,DOWN,MOVING_DOWN,PRIORITY,78.7379,79.2756,91.7539,8.5624,0.0,2627.2,2616.9,2646.3,1.123467,-0.721762,-0.721762,-0.326277,-0.721762,-0.721762,-1.333355,-2.961289,-2.961289,6.449895,0.245505,1.0,1.0,1.0,0.450262,0.434779,1.0,0,True,,ORB:2026-08-05,6,0.963472,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,RADICO,9,100,UP,MOVING_UP,PRIORITY,78.2275,89.221,90.1124,22.5219,0.0,4508.1,4450.0,4472.0,0.494382,0.807245,0.807245,1.015058,0.807245,0.807245,3.986321,3.176737,3.176737,11.363862,0.252077,0.752809,0.752809,1.0,1.0,3.384462,1.0,0,True,,ORB:2026-08-05,6,0.700482,,1,1,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,CGPOWER,10,100,DOWN,MOVING_DOWN,PRIORITY,74.5455,78.5176,87.9141,13.5821,0.0,882.4,881.35,888.0,0.754524,-0.630631,-0.630631,-0.585849,-0.630631,-0.630631,-2.223838,-2.394902,-2.394902,2.3383,0.264993,0.724638,0.724638,1.0,0.928571,0.297629,1.0,0,True,,ORB:2026-08-05,6,1.008479,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,TORNTPHARM,11,100,DOWN,MOVING_DOWN,PRIORITY,73.2905,82.0729,75.9516,11.0794,5.625,4983.5,5029.5,5068.5,0.775425,-1.677025,-1.677025,-0.479281,-1.677025,-1.677025,-2.231883,-7.904585,-7.904585,10.753252,0.215777,0.746032,0.746032,1.0,0.282353,0.475579,0.875,1,True,,ORB:2026-08-05,6,1.841804,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,UNOMINDA,12,100,UP,MOVING_UP,PRIORITY,73.2049,86.1834,69.726,16.0826,0.0,1266.0,1223.7,1229.2,0.449457,2.993817,2.993817,0.956938,2.993817,2.993817,1.950339,5.981039,5.981039,6.152777,0.486001,0.495868,0.495868,1.0,0.326087,1.825326,1.0,0,True,,ORB:2026-08-05,6,2.744123,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,BHEL,13,100,UP,MOVING_UP,PRIORITY,72.6308,76.8395,100.0,9.5,25.6275,412.5,407.35,411.95,1.12925,0.133511,0.133511,0.597488,0.133511,0.133511,2.584315,0.580152,0.580152,0.948027,0.229825,1.0,1.0,1.0,1.0,1.749395,1.0,0,True,,ORB:2026-08-05,6,1.390753,,1,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,GLENMARK,14,100,DOWN,MOVING_DOWN,PRIORITY,72.4703,80.694,87.5694,17.7603,5.625,2207.0,2219.3,2223.0,0.166719,-0.719748,-0.719748,-0.540784,-0.719748,-0.719748,-2.593767,-3.458357,-3.458357,4.626475,0.209627,0.861111,0.861111,1.0,0.75,0.425987,0.875,1,True,,ORB:2026-08-05,6,0.940071,,1,1,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,ICICIGI,15,100,DOWN,MOVING_DOWN,PRIORITY,71.6492,84.7211,71.7352,12.7273,11.25,1691.1,1640.0,1729.3,5.445122,-2.208986,-2.208986,-0.960469,-2.208986,-2.208986,-1.553343,-3.618153,-3.618153,10.557874,0.62432,0.663636,0.663636,1.0,0.429319,1.174926,0.75,2,True,,ORB:2026-08-05,6,4.976852,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,AXISBANK,16,100,DOWN,MOVING_DOWN,PRIORITY,65.5618,79.0599,84.375,16.1227,28.125,1253.5,1248.0,1260.0,0.961538,-0.515873,-0.515873,-0.673534,-0.515873,-0.515873,-3.50573,-2.680853,-2.680853,2.424602,0.193427,1.0,1.0,1.0,1.0,1.141317,0.375,5,True,,ORB:2026-08-05,6,0.834824,,1,1,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,INDUSINDBK,17,100,UP,MOVING_UP,PRIORITY,62.3698,75.5527,68.368,22.055,0.0,1035.6,1018.8,1025.0,0.608559,1.034146,1.034146,0.329394,1.034146,1.034146,1.482973,4.623385,4.623385,2.292692,0.221388,0.463918,0.463918,1.0,0.320755,1.319709,1.0,0,True,,ORB:2026-08-05,6,1.419267,,0,2,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,DIVISLAB,18,100,DOWN,MOVING_DOWN,PRIORITY,60.1673,70.9828,86.625,17.3686,27.2955,8372.5,8371.0,8389.5,0.221001,-0.202634,-0.202634,-0.581844,-0.202634,-0.202634,-2.728568,-0.946646,-0.946646,17.95814,0.21449,0.9,0.9,1.0,1.0,0.58109,0.625,3,True,,ORB:2026-08-05,6,0.904439,,1,1,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,CROMPTON,19,100,UP,MOVING_UP,PRIORITY,60.152,75.8333,70.9002,25.5901,5.625,267.1,265.0,264.45,-0.207547,1.00208,1.00208,0.48909,1.00208,1.00208,1.934479,3.94336,3.94336,0.672016,0.251597,0.541667,0.541667,1.0,0.490566,0.367568,0.875,1,True,,ORB:2026-08-05,6,1.053226,,1,2,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,HDFCAMC,20,100,UP,MOVING_UP,PRIORITY,59.3289,64.6939,76.6563,15.0949,5.625,2573.0,2535.0,2562.0,1.065089,0.429352,0.429352,0.222023,0.429352,0.429352,1.095477,2.114079,2.114079,5.203211,0.202224,0.675214,0.675214,1.0,0.518182,0.230922,0.875,1,True,,ORB:2026-08-05,6,0.960075,,0,0,0,False,False
STOCK_RANK:20260805T093000,2026-08-05,2026-08-05 09:30:00,FORCEMOT,21,100,UP,MOVING_UP,PRIORITY,55.7588,68.9911,72.7394,14.6511,28.125,18566.0,18332.0,18490.0,0.861881,0.411033,0.411033,-0.753729,0.411033,0.411033,-2.520746,1.3587,1.3587,55.935822,0.301281,0.875776,0.875776,0.666667,1.0,0.492371,0.375,5,True,,ORB:2026-08-05,6,1.522283,,1,1,0,False,False
